MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	Overlap	Coverage	RoundedLogPCov	MutationFrequencyDifference	Type	GeneSet
0.4764638346727899	True	0.013817247246064075	MLL3loss	GMPSloss	0.018369690011481057	651	236	[236, 651]	0	16	871	4.8	415	MutuallyExclusive	frozenset(['MLL3loss', 'GMPSloss'])
0.5289928789420142	True	1.9073072291262304e-06	MLL3loss	GATA2loss	0.009155645981688708	756	236	[236, 756]	0	9	983	8.7	520	MutuallyExclusive	frozenset(['MLL3loss', 'GATA2loss'])
0.49759615384615385	True	0.044351299855802849	MLL2loss	MLF1loss	0.019230769230769232	631	217	[217, 631]	0	16	832	4.3	414	MutuallyExclusive	frozenset(['MLL2loss', 'MLF1loss'])
0.7947316103379721	True	0.026205886826768346	MLL3loss	BMPR1Aloss	0.029324055666003976	1835	236	[236, 1835]	0	59	2012	4.9	1599	MutuallyExclusive	frozenset(['MLL3loss', 'BMPR1Aloss'])
0.7011494252873564	True	0.00037899177845538855	CNOT3loss	MLL3loss	0.02028397565922921	236	1273	[1273, 236]	0	30	1479	6.6	1037	MutuallyExclusive	frozenset(['CNOT3loss', 'MLL3loss'])
0.7423423423423423	True	0.0092874636728691867	KLF6loss	MLL3loss	0.025825825825825825	236	1472	[1472, 236]	0	43	1665	5.3	1236	MutuallyExclusive	frozenset(['KLF6loss', 'MLL3loss'])
0.6716417910447762	True	0.012381131254779423	MLL3loss	MALAT1loss	0.023880597014925373	1136	236	[236, 1136]	0	32	1340	5.0	900	MutuallyExclusive	frozenset(['MLL3loss', 'MALAT1loss'])
0.7698646262507357	True	0.022587143865587189	MLL2loss	SS18loss	0.025309005297233667	1525	217	[217, 1525]	0	43	1699	4.9	1308	MutuallyExclusive	frozenset(['MLL2loss', 'SS18loss'])
0.565582371458552	True	0.045683212860358938	MLL2loss	GATA2loss	0.02098635886673662	756	217	[217, 756]	0	20	953	4.3	539	MutuallyExclusive	frozenset(['MLL2loss', 'GATA2loss'])
0.6981392143349414	True	0.005325253293302747	MLL3loss	ZRSR2loss	0.02343211578221916	1249	236	[236, 1249]	0	34	1451	5.4	1013	MutuallyExclusive	frozenset(['MLL3loss', 'ZRSR2loss'])
0.5608108108108109	True	0.00092669934041891312	CBLBloss	MLL3loss	0.016409266409266408	236	817	[817, 236]	0	17	1036	6.0	581	MutuallyExclusive	frozenset(['CBLBloss', 'MLL3loss'])
0.5107296137339056	True	0.0043087691845135681	MLL3loss	BCL6loss	0.017167381974248927	712	236	[236, 712]	0	16	932	5.3	476	MutuallyExclusive	frozenset(['MLL3loss', 'BCL6loss'])
0.500590318772137	True	0.0016236394953028314	MLL2loss	DDIT3loss	0.012987012987012988	641	217	[217, 641]	0	11	847	5.7	424	MutuallyExclusive	frozenset(['MLL2loss', 'DDIT3loss'])
0.6935849056603773	True	0.0079757206254964814	MLL2loss	MALAT1loss	0.021132075471698115	1136	217	[217, 1136]	0	28	1325	5.2	919	MutuallyExclusive	frozenset(['MLL2loss', 'MALAT1loss'])
0.8692715870718765	True	0.019702256892474936	HLA-Aloss	CBFA2T3loss	0.01881331403762663	1957	155	[155, 1957]	0	39	2073	5.0	1802	MutuallyExclusive	frozenset(['CBFA2T3loss', 'HLA-Aloss'])
0.314540059347181	True	0.017944616482936798	MLL3loss	H3F3Aloss	0.01483679525222552	448	236	[236, 448]	0	10	674	4.6	212	MutuallyExclusive	frozenset(['MLL3loss', 'H3F3Aloss'])
0.7921686746987951	True	0.024396054894133302	MLL3loss	CBLloss	0.029116465863453816	1814	236	[236, 1814]	0	58	1992	4.9	1578	MutuallyExclusive	frozenset(['MLL3loss', 'CBLloss'])
0.7742627345844504	True	0.011764566065761669	MLL3loss	EZRloss	0.027345844504021447	1680	236	[236, 1680]	0	51	1865	5.2	1444	MutuallyExclusive	frozenset(['MLL3loss', 'EZRloss'])
0.7937992125984252	True	0.0022898766933528983	MLL3loss	KMT2Aloss	0.02608267716535433	1849	236	[236, 1849]	0	53	2032	5.9	1613	MutuallyExclusive	frozenset(['MLL3loss', 'KMT2Aloss'])
0.6872778962331201	True	0.0043032144584337333	MLL3loss	BCL3loss	0.022743425728500355	1203	236	[236, 1203]	0	32	1407	5.5	967	MutuallyExclusive	frozenset(['MLL3loss', 'BCL3loss'])
0.7888548057259713	True	0.047304744296684048	MLL3loss	PAFAH1B2loss	0.03016359918200409	1779	236	[236, 1779]	0	59	1956	4.6	1543	MutuallyExclusive	frozenset(['MLL3loss', 'PAFAH1B2loss'])
0.5888778550148958	True	0.02171867302089648	MLL2loss	BTG1loss	0.019860973187686197	810	217	[217, 810]	0	20	1007	4.7	593	MutuallyExclusive	frozenset(['MLL2loss', 'BTG1loss'])
0.7941468253968254	True	0.013296334303262328	MLL3loss	NUTM2Aloss	0.028273809523809524	1837	236	[236, 1837]	0	57	2016	5.2	1601	MutuallyExclusive	frozenset(['MLL3loss', 'NUTM2Aloss'])
0.6887464387464387	True	0.016405123275704286	MLL3loss	CBLCloss	0.02492877492877493	1203	236	[236, 1203]	0	35	1404	4.9	967	MutuallyExclusive	frozenset(['MLL3loss', 'CBLCloss'])
0.565625	True	0.010007760100857039	MLL2loss	NACAloss	0.017708333333333333	760	217	[217, 760]	0	17	960	5.0	543	MutuallyExclusive	frozenset(['MLL2loss', 'NACAloss'])
0.6028495102404274	True	0.025037259628361386	MLL3loss	CEBPAloss	0.02315227070347284	913	236	[236, 913]	0	26	1123	4.7	677	MutuallyExclusive	frozenset(['MLL3loss', 'CEBPAloss'])
0.7750401713979647	True	0.01619126045467717	KAT6Bloss	MLL3loss	0.02785216925549009	236	1683	[1683, 236]	0	52	1867	5.1	1447	MutuallyExclusive	frozenset(['KAT6Bloss', 'MLL3loss'])
0.5989445910290238	True	0.0019846239698775182	TTLloss	HLA-Aloss	0.0079155672823219	155	609	[609, 155]	0	6	758	5.6	454	MutuallyExclusive	frozenset(['TTLloss', 'HLA-Aloss'])
0.857736240913811	True	0.024494316442158898	ERCC5loss	HLA-Aloss	0.018691588785046728	155	1807	[1807, 155]	0	36	1926	4.9	1652	MutuallyExclusive	frozenset(['ERCC5loss', 'HLA-Aloss'])
0.7	True	0.0046021045212785855	MLL3loss	KLK2loss	0.023287671232876714	1258	236	[236, 1258]	0	34	1460	5.5	1022	MutuallyExclusive	frozenset(['MLL3loss', 'KLK2loss'])
0.7954706298655343	True	0.006144095967809609	FANCFloss	HLA-Aloss	0.014861995753715499	155	1279	[1279, 155]	0	21	1413	5.4	1124	MutuallyExclusive	frozenset(['FANCFloss', 'HLA-Aloss'])
0.6430379746835443	True	2.2512135845050654e-07	MLL2loss	KMT2Dloss	0.009282700421940928	979	217	[217, 979]	0	11	1185	9.7	762	MutuallyExclusive	frozenset(['MLL2loss', 'KMT2Dloss'])
0.6297520661157024	True	0.0022141672321746354	KMT2Closs	MLL3loss	0.019834710743801654	236	998	[998, 236]	0	24	1210	5.7	762	MutuallyExclusive	frozenset(['KMT2Closs', 'MLL3loss'])
0.4782608695652174	True	0.025759910196413223	MLL2loss	SOX2loss	0.017391304347826087	602	217	[217, 602]	0	14	805	4.5	385	MutuallyExclusive	frozenset(['MLL2loss', 'SOX2loss'])
0.5363636363636364	True	0.00011299978124161528	MLL3loss	TFGloss	0.013131313131313131	767	236	[236, 767]	0	13	990	6.9	531	MutuallyExclusive	frozenset(['MLL3loss', 'TFGloss'])
0.6747967479674797	True	0.010186541869271881	MLL3loss	SSX4loss	0.023651145602365115	1149	236	[236, 1149]	0	32	1353	5.1	913	MutuallyExclusive	frozenset(['MLL3loss', 'SSX4loss'])
0.5076252723311547	True	0.041881704025549429	MECOMloss	MLL3loss	0.02178649237472767	236	702	[702, 236]	0	20	918	4.3	466	MutuallyExclusive	frozenset(['MECOMloss', 'MLL3loss'])
0.5164718384697131	True	0.006608751356378474	MLL3loss	LPPloss	0.018065887353878853	722	236	[236, 722]	0	17	941	5.2	486	MutuallyExclusive	frozenset(['MLL3loss', 'LPPloss'])
