Gene	Entries
FAM83H	set(['MUC5B', 'DMD', 'TESK1', 'USP6'])
COL1A2	set(['CALN1', 'PLCB3', 'CABIN1', 'TPTE2', 'COL22A1', 'ABP1', 'PCDHGB3', 'MLL2', 'MAST2', 'GRM6', 'DOCK11'])
TMTC1	set(['LAMC3', 'COL22A1', 'C21orf58', 'BRAF'])
CNTNAP5	set(['SPTA1', 'NLRP7', 'SDK1', 'PRSS16', 'SPEN', 'SPHKAP', 'AKAP13', 'C7orf52', 'COL6A1', 'COL24A1', 'ZNF599'])
MYT1	set(['MDN1', 'DOCK8', 'DNAH10', 'DNAH11', 'DOCK1', 'TRIO', 'EP400', 'C12orf35', 'SMARCA1', 'ATP2B3', 'CACNA1H', 'PCDHB3', 'CIITA', 'RB1', 'PIK3CG', 'SRMS', 'SIPA1L3', 'C7', 'C2orf55', 'LAMA1', 'MAP1B', 'HSPG2', 'CELSR3', 'CROCC', 'IGHMBP2', 'PCNT', 'SYNE2', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'MYLK', 'PDZD2', 'COL6A1', 'PLEC', 'SCN5A'])
KIAA1210	set(['PIK3CA', 'EPX', 'SLC22A2', 'KRT23'])
KIAA1211	set(['MDN1', 'TMEM2', 'UGT2A1', 'PIK3CG'])
AOX1	set(['LRP2', 'DSCAML1', 'PRTG', 'GPR133', 'TAF1L'])
TRH(D)	set(['ZBTB20(D),LSAMP(D)'])
JHDM1D	set(['PLEKHG4B', 'CYP4F2', 'ZNF407(D)'])
CDH18	set(['TPTE2', 'SDK1', 'TMEM45A', 'ITGAM', 'SCN10A'])
NLRP12	set(['PLXNB2', 'NPR1', 'LRP1', 'INPP5D', 'USP43', 'TCHH'])
MDM4(A)	set(['GRHL3'])
C8B	set(['GABRG2', 'CARD11', 'ACRC', 'PDZD2', 'PLEKHG4B', 'MYO15A', 'ZNF599', 'C21orf58', 'SCNN1B'])
RBMS3	set(['HERC1', 'PRIC285', 'NLGN4X', 'FAM47A', 'PSD4'])
TRPA1	set(['LRRIQ1', 'DMD', 'ZFC3H1'])
SPTBN5	set(['SIM2', 'ACVR2A', 'PCDHB3', 'CACNA1A', 'PTCHD2', 'CIITA', 'CARD6'])
SPTBN4	set(['MYOM3', 'DOCK8', 'ZNF318', 'ZFHX3', 'SHROOM2', 'ST14', 'ODZ1', 'C12orf35', 'ZNF599', 'SMARCA4', 'SKIV2L', 'SLIT3', 'NFKBIL2', 'NF1', 'PLXND1', 'CACNA1S', 'C7', 'N4BP3', 'ULK2', 'HOOK2', 'MAST2', 'SYNE2', 'SCN5A', 'ADCY1', 'KIF1B', 'MLL2', 'SRRM2', 'MAP3K12', 'PITPNM1', 'COL6A1', 'FLNC'])
PAN3	set(['PCDHA8', 'PIK3C2G', 'PLB1'])
KLF17	set(['MYH3', 'ZFC3H1', 'IGF2BP1', 'PCDHGA1', 'LYST', 'PRX'])
PCDHGA11	set(['COL4A2', 'ABCA13', 'DNAH10', 'DNAH5', 'HEATR5A', 'COL22A1', 'FTMT', 'SHROOM2', 'MAP3K12', 'HERC2', 'SRMS', 'SLC22A2', 'HECW1', 'VWF', 'RB1CC1', 'PCNT'])
NIPBL	set(['BPTF', 'ZNF599', 'SLITRK2', 'CASZ1', 'EPHA8', 'DEAF1', 'MYH9', 'PCSK6', 'COL14A1', 'MSH6', 'ECT2L', 'FAT2', 'TIAM2', 'PTPRD', 'PTCHD2', 'RPGRIP1L', 'DISP1', 'FLNA', 'SIPA1L2', 'NBAS'])
ZFP42	set(['IL4R', 'ACRC', 'ANK2', 'SCNN1B', 'SYNE1', 'AHNAK2'])
GAK	set(['SCN7A', 'ASTL', 'ELTD1'])
DACT1	set(['PLXNB2', 'CNGB1', 'USP43', 'ANK1', 'EP400', 'GON4L', 'CNTN6', 'GRM6', 'CEACAM16', 'CARD6'])
ECEL1	set(['ZNF536', 'DOCK5', 'PTPRD', 'SRMS', 'OBSL1', 'SYNE1'])
TERT	set(['DOCK8', 'CACNA1S', 'PTPRS', 'ADCY1', 'ADAMTS3', 'SLCO6A1', 'HSPG2', 'FBN2', 'PIK3CG', 'ANK1', 'MED12', 'COL4A2', 'ODZ1', 'PLXND1', 'SCN5A'])
NBAS	set(['BPTF', 'ZFC3H1', 'ZFHX3', 'FHDC1', 'NRK', 'WNK2', 'ATP13A2', 'SIGLEC8', 'RB1', 'ECT2L', 'SHROOM2', 'NIPBL', 'RAG1', 'UPF1', 'MAP3K1', 'GPC4', 'PRX'])
DIP2A	set(['UGT2B28'])
UBASH3A	set(['CYP4F22', 'COL7A1', 'PKD1L2', 'COL11A2', 'FBN2', 'CUX2', 'ZNF831', 'MEGF8', 'MLL4', 'FLG'])
PCNT	set(['DOCK8', 'ZNF335', 'DNAH10', 'DNAH11', 'DOCK1', 'DCC', 'SHROOM2', 'EP400', 'USP43', 'MUC5B', 'SMARCA1', 'FLG', 'CACNA1H', 'PLXNB3', 'PCDHB3', 'PCDHGA11', 'RB1', 'PIK3CG', 'SLIT3', 'NF1', 'C12orf35', 'MYT1', 'C7', 'DNHD1', 'C2orf55', 'TRIO', 'NOS3', 'CELSR3', 'CROCC', 'PTCH1', 'PLEC', 'ABCG4', 'ATP2B3', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'ANK1', 'HSPG2', 'PCDH17', 'IGHMBP2', 'SCN5A'])
EPHA10	set(['ANO5', 'NACA', 'CACNA1E', 'EPHA1', 'PRKD3'])
PCDHA2	set(['ADCY1', 'DOCK8', 'NACA', 'CASZ1', 'KIF1B', 'ATP10B', 'PCDHA8', 'ABCC8', 'DOCK4', 'TESK1', 'TRRAP', 'SKIV2L', 'SLIT3', 'PTCHD2', 'C12orf35', 'EVPL', 'NOTCH3', 'SHPRH', 'AHNAK', 'FLG', 'ESPL1'])
PCDHA1	set(['SMC1A', 'TJP3', 'DOCK8', 'ZNF318', 'PCDHA8', 'UGT2A1', 'SLC4A11', 'FAT2', 'AKAP13', 'ODZ1', 'RPGRIP1L', 'SETD2'])
PCDHA8	set(['DOCK8', 'MSH6', 'ANO2', 'ATR', 'EVPL', 'C12orf35', 'ZC3H12B', 'PAN3', 'AHNAK', 'SLIT3', 'RELN', 'ESPL1', 'C7', 'ACVR2A', 'CASZ1', 'WNK3', 'ATP10B', 'TRRAP', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'PCDHA2', 'PCDHA1', 'ADCY1', 'KIF1B', 'NOTCH2', 'PDZD2', 'ELMO1', 'ZNF292'])
SRRM2	set(['KIAA1409', 'SHROOM2', 'C12orf35', 'SPTBN4', 'SYNE2', 'NLRP7', 'SLCO6A1', 'RB1', 'PCLO', 'NFKBIL2', 'PLXND1', 'RIMS2', 'MAP1B', 'TJP3', 'HOOK2', 'MAST2', 'HERC2', 'IGHMBP2', 'PCDHA12', 'BCAR3', 'LRP2', 'DNAH3', 'FHOD3', 'ADCY1', 'MYLK', 'MAP3K12', 'HECW1', 'COL6A1', 'SCN5A'])
ACRC	set(['MDN1', 'NACA', 'EPHA7', 'ARHGEF19', 'RFX6', 'CARD11', 'C8B', 'ZFP42', 'SCNN1B', 'SIPA1L2', 'GABRA6', 'TESK1'])
BCL9	set(['TJP3', 'ZNF536', 'CASZ1', 'LRP4', 'SIM2', 'RRP1B', 'OTOA', 'SMARCA4', 'DEAF1', 'USP6', 'SALL4', 'ABCA4', 'RELN', 'ARHGEF19', 'HMCN1', 'C21orf58', 'CARD11', 'N4BP3'])
ABCC9	set(['LAMA1', 'HUWE1', 'FLT3', 'ANK1'])
KANK1	set(['BPTF', 'ULK2', 'PLCB3', 'ITPR3', 'WBSCR17', 'CABIN1', 'HOOK2', 'CCDC45', 'CELSR3', 'PDE6B', 'ABCB4', 'COL11A2', 'VWF'])
COL6A1	set(['OBSCN', 'PCSK6', 'DOCK4', 'CNTNAP5', 'C7orf52', 'C12orf35', 'SPTBN4', 'NLRP7', 'MAP3K12', 'PRX', 'MYT1', 'ERBB2', 'AFM', 'HERC2', 'IGHMBP2', 'MSH6', 'PCDHA12', 'BCAR3', 'LRP2', 'FHOD3', 'ADCY1', 'SRRM2', 'ANK2', 'DKC1', 'ZNF292'])
COL6A3	set(['DGKZ', 'HFM1', 'COL11A1', 'CCDC114', 'DSP', 'PAPPA', 'BRPF3', 'COL5A3', 'MAST2', 'SCNN1B'])
COL6A6	set(['ZAN', 'NRK', 'NOS3', 'GPC4', 'DDX11'])
DNAH10	set(['DOCK8', 'ATP2B3', 'DNAH11', 'DOCK1', 'IGF2BP1', 'EP400', 'C12orf35', 'SMARCA1', 'SYNE2', 'CACNA1H', 'CHD5', 'PCDHB3', 'PCDHGA11', 'RB1', 'EPPK1', 'SLIT3', 'PLXND1', 'C7', 'MYT1', 'LAMA1', 'TRIO', 'HSPG2', 'CELSR3', 'CROCC', 'CUX2', 'FHOD3', 'IGHMBP2', 'PCNT', 'ADAMTS20', 'PCDHA12', 'ZAN', 'SCN5A', 'PTPRS', 'ADCY1', 'KIF1B', 'COL22A1', 'PLEC', 'VWF', 'C2orf55'])
DNAH11	set(['DOCK8', 'DNAH10', 'DOCK1', 'EP400', 'C12orf35', 'GABRA1', 'KIF2B', 'CACNA1H', 'NLRP7', 'PCDHB3', 'SLCO6A1', 'WHSC1L1', 'FLNC', 'TRIML1', 'MYT1', 'PRPF6', 'C7', 'DSG4', 'UGGT1', 'ULK2', 'TRIO', 'HSPG2', 'CASZ1', 'CROCC', 'IGHMBP2', 'PCNT', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'PLEC', 'C2orf55'])
EPX	set(['NLRP7', 'INPP5D', 'WWC3', 'DNMBP', 'MAP3K15', 'MSH6', 'DSP', 'PRPF8', 'ANK2', 'IGHMBP2', 'PDZD2', 'CNTN4', 'KRT23', 'PRKD3', 'KIAA1210', 'HYDIN'])
PCDHGB3	set(['LAMA1', 'CHD5', 'PREX1', 'CARD6', 'COL1A2', 'HMCN1', 'GRM6', 'DOCK11'])
DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	set(['ADARB2(D)'])
LRFN5	set(['PITPNM1', 'KEL', 'PIK3C2G'])
BRPF3	set(['MDN1', 'SCN5A', 'CHD5', 'CCDC114', 'HSPG2', 'BZRAP1', 'WHSC1L1', 'COL5A3', 'MAST2', 'IGHMBP2', 'SCNN1B', 'COL6A3', 'PCDHGA1', 'PRPF6'])
LGSN	set(['EPHB2', 'DLG5', 'CCDC108', 'ANK1', 'CNTN4', 'PIK3CA'])
PKD1L1	set(['SMC1A', 'ZAN', 'APOB', 'CABIN1', 'ACACB', 'PCDHB3', 'SP1', 'PKD1', 'ENPP2', 'SBF1', 'ANK1', 'EP400', 'NF1', 'PLEC', 'SYNE2', 'LZTR1', 'RB1CC1', 'MDN1'])
PKD1L2	set(['UBASH3A', 'PTPRS', 'COL11A2', 'ITIH5', 'DOCK1', 'PRKG2', 'TAF1L', 'CUX2', 'PIK3CA', 'ASPM', 'PLXND1', 'RB1CC1', 'C2orf55', 'C7', 'STXBP5L', 'UGGT1'])
NALCN	set(['QKI', 'SIGLEC8', 'CACNA1E', 'USH2A'])
ITSN1	set(['SLC12A5', 'ANK2', 'ARID3B', 'TDRD6', 'CARD6'])
PALM2-AKAP2	set(['LRP2', 'TGM2', 'PTPN11', 'SHROOM2', 'SYNE2', 'GABRA6'])
FOXRED1	set(['MEGF8'])
WHSC1L1	set(['MDN1', 'ULK2', 'SCN5A', 'CHD5', 'DNAH11', 'CAND1', 'EPHA8', 'UBE3C', 'HSPG2', 'CELSR3', 'BRPF3', 'ANK2', 'UHRF1BP1', 'ADAMTS3', 'TRIML1', 'BZRAP1', 'EPHB2', 'FLNC', 'C7'])
NAV2	set(['MUC5B'])
RB1(D)	set(['SPTA1', 'RB1'])
LINC00478(A)	set(['RB1', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)'])
SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)	set(['DGKZ', 'LINC00478(A)'])
MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	set(['ZDBF2', 'BSN', 'TP53'])
MICALCL	set(['LAMA1', 'MUC5B', 'HSPA6', 'CELSR1', 'PIK3CA'])
TRHDE	set(['CALN1', 'GRIN2A', 'EGFR'])
KIAA1244	set(['EPHB2', 'DYSF', 'CCDC45', 'MLL2', 'CNTNAP2', 'LRRIQ1', 'SYNE2'])
KRT23	set(['ITGAX', 'KIAA1210', 'EPX', 'PSD4'])
ENPP2	set(['PKD1L1', 'CABIN1', 'ASPM', 'BCLAF1', 'PCLO', 'ITIH5'])
TDRD6	set(['ITSN1', 'SLC12A5', 'DNAH8', 'PCDHA13', 'AHNAK2'])
IGHMBP2	set(['OBSCN', 'KIAA1409', 'DOCK8', 'SRRM2', 'DNAH10', 'DNAH11', 'EPX', 'HSPG2', 'DOCK4', 'EP400', 'SMARCA1', 'MUC5B', 'PCDHA12', 'HYDIN', 'CACNA1H', 'NLRP7', 'ADAMTS3', 'PCDHB3', 'AHNAK', 'BRPF3', 'PCLO', 'C12orf35', 'C7', 'MYT1', 'RERE', 'TRIO', 'DOCK1', 'BZRAP1', 'CELSR3', 'CROCC', 'DSP', 'MAST2', 'HERC2', 'PLEC', 'PCNT', 'ADAMTS20', 'EVPL', 'ATP2B3', 'BCAR3', 'ZAN', 'FHOD3', 'TP53', 'ADCY1', 'KIF1B', 'COL22A1', 'COL11A1', 'MYLK', 'ANK2', 'C9orf150', 'COL6A1', 'C2orf55', 'SCN5A', 'ZNF292'])
KCNN2	set(['DCHS1', 'AFM', 'ELTD1', 'SALL4'])
ADAMTS20	set(['RERE', 'LAMA1', 'OBSCN', 'FHOD3', 'DNAH10', 'ADCY1', 'MYLK', 'DOCK4', 'ANK2', 'IGHMBP2', 'MAP3K15', 'C12orf35', 'IGF2BP1', 'EVPL', 'KIAA1409', 'ZNF292'])
ATP2B3	set(['KIAA1409', 'DOCK8', 'DNAH10', 'DOCK1', 'TRIO', 'ANO2', 'SBF1', 'MEGF8', 'CNTNAP2', 'EP400', 'C12orf35', 'SMARCA1', 'CACNA1H', 'CHD5', 'PCDHB3', 'PIK3CA', 'RB1', 'SLIT3', 'MYT1', 'C7', 'C2orf55', 'MAP1B', 'HSPG2', 'CASZ1', 'WBSCR17', 'CELSR3', 'CROCC', 'MLL4', 'IGHMBP2', 'PCNT', 'PTPRS', 'EVPL', 'PCDHGA1', 'ZAN', 'SPTA1', 'FHOD3', 'TP53', 'ADCY1', 'COL22A1', 'NWD1', 'CASKIN2', 'HECW1', 'PLEC', 'SCN5A', 'LZTR1', 'PRDM9'])
CACNA2D1	set(['ENPEP', 'SAMD9L', 'LAMA3', 'PRIC285'])
ELFN2	set(['C3', 'SUSD3'])
UBR4	set(['DNAH2', 'PLXNB3', 'ABCA13', 'ABCG4', 'COL7A1', 'PCDHB3', 'COL22A1', 'CRTAC1', 'PAPPA', 'SBF1', 'SLCO5A1', 'HECW1', 'PCDHGA1', 'TG', 'EPHB2', 'CACNA1S', 'CFTR', 'BCAR3'])
ZNF831	set(['UBASH3A', 'ENPEP', 'DYSF', 'COL22A1', 'ABP1', 'TMEM132D', 'CACNA1S'])
CALN1	set(['ZAN', 'CACNA1H', 'NLRP7', 'FHOD3', 'WBSCR17', 'COL11A2', 'KCNC2', 'TRHDE', 'PIK3CG', 'SBF1', 'CHD5', 'COL1A2', 'SLC22A2', 'ABCB4', 'SPEG', 'LZTR1'])
MST1R	set(['PDZD2'])
FAT2	set(['TJP3', 'DOCK8', 'ZNF599', 'MYH7B', 'EPHA8', 'COL14A1', 'MYH9', 'DEAF1', 'TIAM2', 'ZFHX3', 'KIDINS220', 'HOMER1', 'NIPBL', 'PCDHA1', 'MSH6', 'POM121L12', 'GMIP', 'DISP1', 'CACNA1S'])
MAGEC2	set(['NLGN4X', 'LYST', 'ZFC3H1', 'PRKD3'])
TLR6	set(['MYOM3', 'EPB41L3', 'TMPRSS15', 'DKC1', 'POM121L12', 'C7orf52', 'GMIP', 'SETD2', 'FCRL2'])
ATP8B4	set(['GLI2', 'TJP3', 'DLG5', 'CACNA1E'])
GRIP1	set(['PRSS16'])
MYO15A	set(['ZAN', 'DNAH3', 'KIF1B', 'RIMBP2', 'GABRG2', 'ATP13A2', 'PPEF2', 'MYLK', 'ANO2', 'C8B', 'ABCC8', 'KIAA1409', 'SCN5A'])
CFTR	set(['CACNA1H', 'DNAH2', 'CHD5', 'COL7A1', 'PCDHB3', 'NEB', 'FBN2', 'DCC', 'AGAP3', 'SBF1', 'SRMS', 'ODZ3', 'NF1', 'TRIML1', 'ABCG4', 'EPHB2', 'CACNA1S', 'CNTNAP2', 'PCDHA12', 'UBR4'])
KIAA1409	set(['ANO2', 'PRPF8', 'UPF1', 'EVPL', 'C12orf35', 'RERE', 'PCDHB3', 'PCLO', 'RIMBP2', 'IGHMBP2', 'DOCK4', 'ADAMTS20', 'COL24A1', 'ATP2B3', 'FHOD3', 'ADCY1', 'KIF1B', 'SRRM2', 'MYLK', 'MYO15A', 'SCN5A', 'ZNF292'])
CCDC60	set(['F8', 'KDM5D', 'KIF1B', 'PCDH7'])
EPHB1	set(['SBF1'])
MACF1	set(['PLCB2', 'QKI'])
ST14	set(['DOCK8', 'ZNF318', 'PCSK6', 'TGM2', 'SHROOM2', 'ODZ1', 'C12orf35', 'SPTBN4', 'SMARCA4', 'DDX11', 'PCDHB3', 'MYH9', 'SKIV2L', 'SLIT3', 'CACNA1S', 'N4BP3', 'ULK2', 'PLEC', 'SYNE2', 'ADCY1', 'SPEN', 'FLNC'])
EP400	set(['DOCK8', 'FRYL', 'DNAH10', 'DNAH11', 'DOCK1', 'SMARCA1', 'C12orf35', 'DACT1', 'MYH2', 'NLRP7', 'NCAN', 'PKD1L1', 'PCDHB3', 'DCC', 'SLIT3', 'TRIML1', 'SIPA1L3', 'C7', 'MYT1', 'PTPRN2', 'CACNA1H', 'TRIO', 'SP1', 'CELSR3', 'CROCC', 'FHOD3', 'IGHMBP2', 'PCNT', 'EVPL', 'ATP2B3', 'ZAN', 'SCN5A', 'PTPRS', 'ADCY1', 'KIF1B', 'COL22A1', 'C2orf55', 'PLEC', 'PTCH1', 'COL12A1'])
DPPA4	set(['ZNF318', 'FLNA', 'N4BP3', 'PRSS16'])
FLG	set(['PCDHA2', 'UBASH3A', 'TGM2', 'NOS3', 'SLITRK2', 'AHNAK', 'CELSR2', 'TRRAP', 'PCDH7', 'PCNT', 'TMEM2', 'DNHD1', 'HYDIN'])
PLXNB2	set(['ANKRD52', 'NLRP12', 'C9orf150', 'CHL1', 'MUC5B', 'CEACAM16', 'DACT1'])
PLXNB3	set(['ZDBF2', 'HERC2', 'DNAH5', 'ACACB', 'NEB', 'USP43', 'PAPPA', 'SKIV2L', 'PCNT', 'DSCAM', 'UBR4'])
CHD5	set(['CACNA1H', 'SBF1', 'CALN1', 'ZNF599', 'DNAH10', 'ADCY1', 'CAND1', 'WBSCR17', 'ADAMTS3', 'BZRAP1', 'WHSC1L1', 'BRPF3', 'PCDHGB3', 'MEGF8', 'NF1', 'ITPR3', 'ATP2B3', 'SCN5A', 'C7', 'CFTR', 'KCNV1'])
LRRK1	set(['MDN1', 'GABRG2', 'FAM47A', 'PDZD2', 'TMEM132D', 'DOCK11'])
LRRK2	set(['DGKZ', 'OBSCN', 'ARAP3', 'KIF1B', 'WNK3', 'GMIP', 'RHBDF2', 'CASKIN2', 'PIK3R1', 'ANO5', 'ESPL1'])
PREX1	set(['ACACA', 'KIAA1462', 'ZFHX3', 'PCDHGB3', 'PIK3R1', 'HMCN1', 'DGKD'])
UBE3C	set(['ARID2(D)', 'LRP4', 'DNAH8', 'AIM1', 'WHSC1L1', 'EPPK1', 'SCNN1B', 'PKHD1L1'])
GUCY1A3	set(['C3', 'ZDBF2', 'SLC6A3'])
SKIV2L	set(['DOCK8', 'ZNF318', 'NEB', 'SHROOM2', 'ST14', 'ODZ3', 'ODZ1', 'C12orf35', 'SPTBN4', 'SMARCA4', 'PLXNB3', 'CABIN1', 'SLCO5A1', 'TIAM2', 'SLIT3', 'SIPA1L3', 'CACNA1S', 'ULK2', 'HERC2', 'SYNE2', 'PCDHA2', 'ADCY1', 'DNAH5', 'FLNC'])
PVRL4	set(['SLC12A5', 'SLC6A3', 'AMPD1', 'CNTN4'])
PIK3R1	set(['DCHS1', 'LRRK2', 'PREX1', 'WNK3', 'DKC1', 'CREBBP'])
CARD11	set(['ZNF536', 'NACA', 'LRP4', 'RRP1B', 'SPAG17', 'ACRC', 'C8B', 'BCL9', 'AHNAK2', 'HMCN1', 'FLT3'])
SMC1A	set(['TMEM132D', 'PCDHA1', 'PKD1L1', 'DKC1'])
KLHL34	set(['PCDH11X', 'SUSD3'])
NACA	set(['PCDHA2', 'TGM2', 'RRP1B', 'CARD11', 'ZNF536', 'ACRC', 'EPHA10', 'SIPA1L2', 'RFX6'])
IL4R	set(['APOB', 'ANO2', 'ZFP42', 'AHNAK2', 'LRRIQ1', 'PRX', 'HEATR7B2'])
ENPEP	set(['SVIL', 'CELSR3', 'ACSM4', 'ZNF831', 'GMIP', 'CACNA2D1'])
STAG2	set(['DNAH3', 'PSD4', 'COL4A2', 'ZNF208', 'SIM2'])
C15orf2	set(['LRP2', 'TP53', 'DNAH9', 'ANK1', 'CNTNAP2', 'CASKIN2', 'GPR133', 'N4BP3'])
KDM5D	set(['KIF1B', 'ZFHX3', 'CCDC60'])
PLEC	set(['MDN1', 'DOCK8', 'DNAH10', 'DNAH11', 'SCN5A', 'DOCK1', 'ST14', 'EP400', 'C12orf35', 'SMARCA1', 'CACNA1H', 'NLRP7', 'PKD1L1', 'CABIN1', 'PCDHB3', 'C7', 'C2orf55', 'TRIO', 'SP1', 'CELSR3', 'ELTD1', 'CROCC', 'IGHMBP2', 'PCNT', 'ATP2B3', 'PCDHA13', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'PKD1', 'COL22A1', 'MEGF8', 'MAP3K12', 'SPEG', 'MYT1'])
TMPRSS15	set(['MLL3', 'MX2', 'ELTD1', 'UGT2A1', 'PDE6B', 'TLR6', 'CEACAM16', 'C21orf58', 'GPR112'])
EVPL	set(['KIAA1409', 'DOCK8', 'MSH6', 'DOCK4', 'MYO18B', 'CNTNAP2', 'EP400', 'AKAP13', 'C12orf35', 'DOCK10', 'RERE', 'ASTL', 'ESPL1', 'CASZ1', 'ARHGEF19', 'ATP10B', 'TRRAP', 'IGHMBP2', 'PTCHD2', 'ADAMTS20', 'ATP2B3', 'PCDHA2', 'FHOD3', 'TP53', 'ADCY1', 'KIF1B', 'OTOA', 'PCDHA8', 'MYLK', 'ANO2', 'SPEN', 'PRDM9', 'ZNF292'])
ABCG4	set(['ERBB2', 'TLL1', 'CACNA1S', 'NCAN', 'COL7A1', 'ZNF318', 'DOCK1', 'PCNT', 'UBR4', 'FLNC', 'SMARCA4', 'CFTR', 'PRTG'])
FAM47A	set(['TRIO', 'LRRK1', 'SLBP,TMEM129,TACC3,FGFR3,LETM1,WHSC1,SCARNA22(A)', 'DST', 'ZNF208', 'DOCK11', 'ATP6V0A4', 'SIGLEC8', 'RBMS3', 'POM121L12', 'NLRP11', 'DNMBP', 'SPAM1'])
NWD1	set(['EPHB2', 'CABIN1', 'DNAH5', 'CUX2', 'ANK1', 'MEGF8', 'ODZ1', 'MLL4', 'ATP2B3', 'PTCH1', 'GPR112'])
CPS1	set(['CCDC114', 'CNTN6', 'PRKD3'])
CASKIN2	set(['ITGAX', 'ZNF335', 'LRRK2', 'MAP3K1', 'C15orf2', 'MEGF8', 'ATP2B3', 'PRDM9'])
HECW1	set(['OBSCN', 'DNAH3', 'HSPG2', 'TMEM132D', 'HOOK2', 'SLCO6A1', 'SRRM2', 'PCDHGA11', 'PIK3CG', 'EPPK1', 'KIAA0649', 'KRT19', 'SLC22A2', 'TRIML1', 'PTPN3', 'PLXND1', 'ATP2B3', 'PCDHGA1', 'TXNDC3', 'RIMS2', 'UBR4'])
ASPM	set(['ZMYM3', 'PKD1L2', 'MYH3', 'BBS1', 'ZCCHC14', 'ENPP2', 'NOTCH3', 'SPHKAP', 'PCDHA13'])
DSCAML1	set(['NRK', 'AOX1', 'ARAP3', 'TEX15', 'GRM6', 'LYST'])
ANKRD52	set(['PLXNB2', 'USP43', 'CAND1', 'F5'])
EPHA8	set(['COL14A1', 'WHSC1L1', 'FAT2', 'NIPBL', 'UPF1', 'BRAF', 'GMIP', 'ZNF599'])
EPHA7	set(['DDX11', 'ARHGEF19', 'AMPD1', 'MSH6', 'ACRC', 'PTPN11', 'FLNA', 'SYNE2', 'GABRA6', 'PKDREJ'])
NEB	set(['PLXNB3', 'PTPRT', 'TP53', 'DYSF', 'CABIN1', 'DNAH5', 'HERC2', 'SKIV2L', 'SIPA1L3', 'CFTR', 'BCAR3'])
EPHA1	set(['KLHL13', 'EPHA10'])
GON4L	set(['IGF2BP1', 'SCN7A', 'SIPA1L3', 'DACT1', 'FBN1'])
SACS	set(['EPHB2'])
CLTCL1	set(['SMARCA1'])
MUC5B	set(['PLXNB2', 'ZBTB20(D),LSAMP(D)', 'HOOK1', 'MICALCL', 'HSPA6', 'C9orf150', 'ANO5', 'COL22A1', 'DNHD1', 'COL5A3', 'FAM83H', 'ESPL1', 'PCDH17', 'ABCB5', 'PLB1', 'IGHMBP2', 'HMCN1', 'NAV2', 'DSG4', 'PCNT'])
EGFR(A)	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'CDKN2A(D)', 'EGFR', 'CRYBA2'])
HYDIN	set(['EPHB2', 'TLL1', 'NLRP7', 'DOCK8', 'EPX', 'ACACB', 'PKD1', 'COL22A1', 'SRGAP1', 'MYLK', 'XIRP2', 'MAST2', 'IGHMBP2', 'COL4A2', 'PSD4', 'DISP1', 'SMARCA1', 'GABRA1', 'FLG', 'BRAF'])
CCDC108	set(['LGSN', 'TPTE2', 'GRM8', 'HOMER1', 'TP53', 'DLG5'])
TBC1D2	set(['GABRE', 'SP1', 'CELSR1', 'MYH4', 'XDH'])
ANO6(A)	set(['NELL2(A)', 'CDK4(A)', 'DNAH9'])
DNHD1	set(['ZAN', 'MYH13', 'ARAP3', 'KIF1B', 'DSP', 'SMARCA1', 'KIAA0649', 'FHOD3', 'ABCC8', 'PCNT', 'DSCAM', 'IGF2BP1', 'MUC5B', 'SHPRH', 'FLG'])
SLC13A3	set(['DYNC1I1', 'DGKZ', 'IGF2BP1'])
C3	set(['DNAH2', 'AFM', 'SP1', 'CEP250', 'CELSR1', 'GUCY1A3', 'DKC1', 'TESK1', 'ELFN2'])
PRTG	set(['AOX1', 'ABCG4', 'DEAF1', 'HUWE1', 'COL14A1', 'STARD8', 'WDFY3', 'RELN', 'ODZ1', 'RPGRIP1L', 'TNS1', 'PRKD3'])
PHLPP2	set(['SULF2'])
SYNE1	set(['ULK2', 'SLITRK2', 'CASZ1', 'CIITA', 'PCDHA8', 'ZFP42', 'DOCK4', 'HERC1', 'PTPRD', 'ABCC8', 'ECEL1'])
