Gene	Entries
DNMBP	set(['KIAA1409', 'OBSCN', 'ZNF335', 'SUPT6H', 'EPX', 'SDK1', 'SRMS', 'ITGA8', 'L1CAM', 'TRIO', 'MSH6', 'SCN9A', 'PTPN3', 'TCHH', 'CNTNAP5', 'AKAP13', 'C7orf52', 'TMEM132D', 'GABRA1', 'DOCK11', 'MDN1', 'RERE', 'TLL1', 'NLRP7', 'LRRK1', 'CABIN1', 'WWC3', 'CHD8', 'PCDHA12', 'RHBDF2', 'CACNA1F', 'TEX15', 'EVPL', 'KCNU1', 'PCLO', 'DOCK10', 'C12orf35', 'TG', 'SAMD9', 'PDZD2', 'MYT1', 'SCN11A', 'MAP1B', 'ARHGEF19', 'MC3R', 'DSP', 'PRSS16', 'TMEM146', 'HERC2', 'IGHMBP2', 'DOCK4', 'LRRIQ1', 'ADAMTS20', 'COL24A1', 'SYNE2', 'PRKDC', 'SPAM1', 'BCAR3', 'ADCY1', 'LRP2', 'AMPH', 'FHOD3', 'INPP5D', 'NUP210L', 'ZMYM3', 'FAM47A', 'SRRM2', 'MYLK', 'SPEN', 'ANK2', 'MAP3K15', 'COL6A1', 'PKHD1', 'COL6A3', 'RFX6', 'CREBBP', 'ZNF292'])
OBSCN	set(['SSPO', 'DNAH10', 'DNAH11', 'EPX', 'ZBTB20(D),LSAMP(D)', 'C7orf52', 'DUSP27', 'CACNA1H', 'ASTL', 'CACNA1A', 'WHSC1L1', 'PIK3CG', 'CDH9', 'ESPL1', 'DOCK10', 'PRIM2', 'CACNA1S', 'MYT1', 'SLITRK2', 'CASZ1', 'DYSF', 'KIAA1244', 'ARHGEF19', 'BZRAP1', 'SAMD9L', 'PAPPA', 'PIK3C2G', 'GMIP', 'ADAMTS20', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'INPP5D', 'ADCY1', 'ABCA13', 'MYLK', 'STARD8', 'KDM5D', 'GPR116', 'LZTR1', 'CFTR', 'KIAA1409', 'PTPRN2', 'DOCK8', 'HSPG2', 'MX2', 'DOCK4', 'MLL2', 'MYO18B', 'PUM1', 'EP400', 'CNTN4', 'C12orf35', 'SHPRH', 'LRRK2', 'PCDHB3', 'UBE3C', 'USP43', 'EPPK1', 'SRMS', 'SCNN1B', 'CARD6', 'NCAN', 'EPHB2', 'AFM', 'PLCB2', 'PLCB3', 'RAG1', 'PLEC', 'LAMC3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH1', 'KCNH1', 'GALK2', 'DNAH8', 'COL22A1', 'NWD1', 'PDE6B', 'RHBDF2', 'HERC2', 'CASKIN2', 'HECW1', 'SLC22A2', 'CIITA', 'L1CAM', 'SCN5A', 'ITGAD', 'KRT19', 'ZNF292', 'SCN7A', 'ZNF335', 'ZFHX4', 'CCDC45', 'PRKDC', 'ALS2CR11', 'ITPR3', 'ITIH5', 'NLGN4X', 'NLRP7', 'CCDC108', 'C7', 'DNHD1', 'KIF21B', 'TRIO', 'DOCK1', 'WBSCR17', 'SLC13A3', 'PPEF2', 'KIDINS220', 'AGAP3', 'PTCHD2', 'IGF2BP1', 'ABCG4', 'SYNE2', 'FHOD3', 'KIF1B', 'DNMBP', 'EVPL', 'ST14', 'ANK2', 'C2orf55', 'HTR3A', 'CNTNAP5', 'UGGT1', 'SVIL', 'RBMS3', 'ZNF318', 'BCL11A', 'MSH6', 'KIAA0649', 'C8B', 'NLRP11', 'ODZ1', 'SMARCA1', 'ZC3H12B', 'SPTBN4', 'SMARCA4', 'SPTBN5', 'DGKZ', 'QKI', 'ARAP3', 'RIMBP2', 'PLEKHG4B', 'PCDHGA11', 'RB1', 'BRPF3', 'SLCO5A1', 'SLIT3', 'SP1', 'TRIML1', 'DISP1', 'TERT', 'WNK3', 'N4BP3', 'PCDH17', 'ULK2', 'RERE', 'NOS3', 'LTBP2', 'HOOK2', 'CELSR3', 'HOOK1', 'FBN2', 'CROCC', 'PRSS16', 'PCNT', 'COL24A1', 'TJAP1', 'PTPRS', 'CABIN1', 'SRRM2', 'ANK1', 'MAP3K12', 'RABGGTA', 'ABCC8', 'MAP3K15', 'KANK1', 'COL6A1', 'IGHMBP2', 'PTCH1', 'COL6A6'])
SVIL	set(['ZBTB20(D),LSAMP(D)', 'FRYL', 'DNAH10', 'DNAH11', 'SSPO', 'LRFN5', 'DUSP27', 'CACNA1H', 'ANO2', 'PIK3CA', 'NAV2', 'ESPL1', 'RELN', 'C2orf55', 'CASZ1', 'TRHDE', 'WNK3', 'TDRD6', 'FHOD3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'ADCY1', 'RFX6', 'MYLK', 'GPR116', 'MYO15A', 'KIAA1409', 'DOCK8', 'ANO5', 'DOCK1', 'MX2', 'DOCK4', 'EP400', 'C12orf35', 'SHPRH', 'LRRK2', 'PCDHB3', 'AHNAK', 'TIAM2', 'SKIV2L', 'PCLO', 'DSP', 'PLEC', 'TRRAP', 'EVPL', 'COL22A1', 'PCDH17', 'SCN5A', 'ZNF292', 'KIAA1462', 'GON4L', 'MUC5B', 'GABRA1', 'ENPEP', 'CIITA', 'C7', 'DSG4', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'TMEM146', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'KEL', 'KIF1B', 'CCDC114', 'COL11A1', 'TAF1L', 'PITPNM1', 'DNHD1', 'MYT1', 'OBSCN', 'KIAA0649', 'CNTNAP2', 'ODZ3', 'SMARCA1', 'DGKZ', 'ARAP3', 'PLEKHG4B', 'RB1', 'GLI2', 'SLCO5A1', 'MED12', 'SLIT3', 'ABCC8', 'SIPA1L3', 'SIPA1L2', 'RERE', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'PRSS16', 'PCNT', 'PLB1', 'PCDHA2', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'SIGLEC8', 'C9orf150'])
KRTAP5-5	set(['MYOM3', 'CCDC60', 'DGKD', 'RRP1B', 'ITGAD', 'SH3TC1', 'HOOK1', 'ITGA4', 'TPTE', 'SUSD3', 'PRKG2', 'ANO5', 'ELFN2', 'STXBP5L', 'PKHD1L1', 'SCNN1B'])
MSH6	set(['ZDBF2', 'TGM2', 'USH2A', 'MYH11', 'HUWE1', 'L1CAM', 'LGSN', 'EPX', 'ADAMTS3', 'WWC3', 'PIK3CA', 'DEAF1', 'WHSC1L1', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'BZRAP1', 'ASTL', 'HOMER1', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'TESK1', 'ADCY1', 'INPP5D', 'KIF1B', 'PTPN11', 'MYLK', 'SPEN', 'FAT2', 'RFX6', 'KIAA1409', 'DOCK8', 'RRP1B', 'DUOX2', 'DOCK4', 'ST14', 'CC2D1A', 'DPPA4', 'C12orf35', 'ZNF599', 'CHD5', 'AHNAK', 'XDH', 'TIAM2', 'SKIV2L', 'PCLO', 'TNS1', 'CARD11', 'ANGPT4', 'TRPM3', 'SDK1', 'NACA', 'C15orf2', 'TRRAP', 'MAP3K15', 'HERC2', 'LAMC3', 'PCDHA12', 'NLRP7', 'C21orf58', 'BCAR3', 'SUPT6H', 'OTOA', 'SH3TC1', 'DNAH9', 'RHBDF2', 'WDFY3', 'PCDH17', 'SLC22A2', 'FLNA', 'FLNC', 'ZNF292', 'MYOM3', 'ITGA8', 'MYH14', 'EPHA8', 'EPHA7', 'ZFHX3', 'PRKDC', 'SPTA1', 'SHROOM2', 'ATR', 'AKAP13', 'EVPL', 'DOCK10', 'HMCN1', 'ZNF536', 'MYH9', 'BSN', 'PDZD2', 'XIRP2', 'C7', 'DSG4', 'CELSR3', 'KIDINS220', 'SALL4', 'PCDHA1', 'MXRA5', 'PTCHD2', 'PRSS16', 'SYNE2', 'LRP2', 'TJP3', 'FHOD3', 'LRP4', 'DNMBP', 'SPAG17', 'ABCA4', 'TMTC1', 'KIAA1210', 'PRKD3', 'OBSCN', 'SCAF1', 'ZNF318', 'BIRC6', 'CACNA1F', 'USP6', 'C8B', 'CNTNAP5', 'ODZ1', 'C7orf52', 'DSCAM', 'SPTBN4', 'SMARCA4', 'RERE', 'SIM2', 'CAND1', 'DDX11', 'PLEKHG4B', 'SLCO5A1', 'NIPBL', 'ACRC', 'SLIT3', 'DISP1', 'RPGRIP1L', 'SIPA1L2', 'N4BP3', 'BRAF', 'ULK2', 'ATP10B', 'CELSR2', 'COL24A1', 'PCDHA2', 'PTPRT', 'PCDHA8', 'SRRM2', 'COL14A1', 'ANK1', 'ANK2', 'PTPRD', 'BCL9', 'ABCC9', 'COL6A1', 'PKDREJ', 'PRTG'])
SCN9A	set(['SSPO', 'HTR3A', 'DMD', 'ZCCHC14', 'TEX15', 'AMPD1', 'MLL4', 'PCSK6', 'ANO2', 'PRKDC', 'MAGEC2', 'ATR', 'AKAP13', 'NLRP12', 'CHL1', 'TRPA1', 'TXNDC3', 'GABRA1', 'TMEM2', 'PLXNB2', 'TLL1', 'ZNF536', 'SRMS', 'KLF17', 'PPP1R3A', 'CCDC108', 'CROCC', 'CACNA1F', 'ZFC3H1', 'DSCAM', 'HOOK2', 'BSN', 'NAV2', 'PCLO', 'PVRL4', 'OBSL1', 'ABCB4', 'PSD4', 'LRRIQ1', 'SIPA1L2', 'DNMBP', 'CARD6', 'MYT1', 'ULK2', 'ZMYM3', 'MAP1B', 'MC3R', 'IL4R', 'DYSF', 'MYH3', 'WNK2', 'C9orf150', 'CELSR3', 'AMPH', 'GPR98', 'TMEM146', 'QKI', 'COL4A2', 'ECEL1', 'PTPN3', 'ITPR3', 'ATP2B3', 'PCDHGA1', 'TESK1', 'SLC27A2', 'SAMD9L', 'ABCG4', 'SALL4', 'LYST', 'NWD1', 'SPAG17', 'GPR179', 'ANK2', 'KANK1', 'PRIC285', 'KIAA1211', 'DSCAML1'])
MEGF8	set(['BPTF', 'ZDBF2', 'DNAH10', 'COL11A2', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'PKD1L2', 'C12orf51', 'PIK3CA', 'DCC', 'WHSC1L1', 'DLGAP2', 'KCNU1', 'PLXND1', 'UBR4', 'PRX', 'MYT1', 'DPP10', 'DYSF', 'KIAA1244', 'SP1', 'ABCB4', 'BZRAP1', 'TDRD6', 'PAPPA', 'FHDC1', 'IGHMBP2', 'KCNN2', 'ATP2B3', 'COL7A1', 'ZAN', 'PCDHGB3', 'CALN1', 'ADCY1', 'SPEG', 'LZTR1', 'PKD1', 'DOCK8', 'DOCK1', 'MX2', 'MAP1B', 'MLL2', 'ST14', 'CNTN6', 'DPPA4', 'MLL4', 'C12orf35', 'CPS1', 'PLXNB3', 'CHD5', 'PCDHB3', 'USP43', 'EPPK1', 'SRMS', 'NF1', 'TRPM2', 'EPHB2', 'PLCB2', 'PLCB3', 'KEL', 'ELTD1', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'TMPRSS15', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'ITGAX', 'ABCA13', 'ABCG4', 'ADAMTS3', 'COL22A1', 'NWD1', 'OTOF', 'CFTR', 'PDE6B', 'CASKIN2', 'HECW1', 'SLC22A2', 'FLNA', 'VWF', 'SCN5A', 'PRDM9', 'MDN1', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'MAGEC2', 'LAMC3', 'ITIH5', 'TLL1', 'NLRP7', 'SKIV2L', 'C7', 'KDR', 'UGGT1', 'KCNH5', 'TRIO', 'KRT23', 'ACACB', 'SLC13A3', 'CELSR3', 'CELSR1', 'SALL4', 'MAST2', 'AGAP3', 'TMEM2', 'FHOD3', 'F5', 'EVPL', 'COL1A2', 'C2orf55', 'PRKD3', 'ZNF318', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'WBSCR17', 'PCDHGA11', 'BRPF3', 'FOXRED1', 'GRIN2A', 'NFKBIL2', 'TRIML1', 'SIPA1L3', 'TERT', 'ULK2', 'HOOK2', 'NLGN4X', 'FBN2', 'CROCC', 'PCNT', 'TNN', 'FLNC', 'PTPRS', 'SRRM2', 'MAP3K12', 'PTPRD', 'ABCC9', 'KANK1', 'COL6A1', 'PTCH1', 'STXBP5L', 'HEATR7B2'])
KLHL13	set(['LRP1', 'EPHA1', 'COL5A3', 'DSP', 'MUC5B', 'COL6A3', 'DSG4', 'PRKD3'])
NLRP11	set(['OBSCN', 'ZBTB20(D),LSAMP(D)', 'ODZ1', 'COL11A2', 'ANO5', 'MX2', 'RBMS3', 'ATR', 'SACS', 'LAMC3', 'TRPA1', 'SMARCA4', 'KIF2B', 'SEMG1', 'APOB', 'ARHGEF2', 'KIF4B', 'CDH9', 'LRP1B', 'SLIT3', 'PSD4', 'RIMS2', 'EPHB2', 'ITGB2', 'GPR133', 'TRHDE', 'TIAM2', 'STAG2', 'ABP1', 'MC3R', 'ZNF208', 'TMEM146', 'MAGEB1', 'MXRA5', 'COL4A2', 'COL24A1', 'COL6A3', 'PTPRT', 'F8', 'FAM47A', 'DNAH9', 'BBS1', 'POM121L12', 'DNAH1', 'ELMO1', 'COL6A6'])
TMEM132D	set(['BPTF', 'SSPO', 'TGM3', 'COL11A2', 'ZBTB20(D),LSAMP(D)', 'ABP1', 'FTMT', 'LRFN5', 'SETD2', 'NCAN', 'CACNA1A', 'PIK3CG', 'SLC12A5', 'KCNU1', 'PLXND1', 'MYT1', 'DPP10', 'DYSF', 'TDRD6', 'ZNF208', 'PIK3C2G', 'LRRIQ1', 'CACNA2D1', 'RASGRF1', 'RFX6', 'MYLK', 'TLR6', 'ATP8B4', 'GPR112', 'LRRK1', 'UBE3C', 'MGAM', 'AFF2', 'EPPK1', 'SRMS', 'PCLO', 'PVRL4', 'TRPM2', 'SMC1A', 'ENPEP', 'HERC2', 'PTPN3', 'LAMC3', 'SPAM1', 'KCNH5', 'DNAH3', 'DNAH8', 'PDZD2', 'SLC22A2', 'CREBBP', 'ZFHX4', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'MYO1B', 'ZNF831', 'AKAP13', 'DOCK11', 'MYH3', 'CDH9', 'DNMBP', 'RIMS2', 'EPB41L3', 'ACACA', 'WBSCR17', 'AIM1', 'CELSR2', 'TMEM146', 'MAST2', 'ZPBP', 'LRP2', 'TJP3', 'KEL', 'NUP210L', 'FAM47A', 'SLC4A11', 'ZNF318', 'TRIO', 'PLCG2', 'SIM1', 'SLC6A3', 'PLEKHG4B', 'PCDHGA11', 'GLI2', 'TRIML1', 'RPGRIP1L', 'HECW1', 'HOOK2', 'UMOD', 'PCDHA1', 'SRRM2', 'COL12A1', 'CHD8', 'PTCH1'])
SMARCA1	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'SYNE2', 'ARAP3', 'SDCCAG8,MIR4677,AKT3,LOC339529,ZNF238,C1orf100,ADSS(A)', 'PRPF6', 'CACNA1H', 'ANO2', 'DOCK1', 'NCAN', 'PKD1L1', 'ADAMTS3', 'ITSN1', 'SLCO6A1', 'MED12', 'WHSC1L1', 'PIK3CG', 'CDH9', 'SKIV2L', 'ESPL1', 'RELN', 'PLXND1', 'CACNA1S', 'PRX', 'MYT1', 'ERBB2', 'NPR1', 'CASZ1', 'DYSF', 'KIAA1244', 'WNK3', 'TRIML1', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'ADCY1', 'RFX6', 'MYLK', 'STARD8', 'GPR116', 'MYO15A', 'LZTR1', 'CFTR', 'KIAA1409', 'EPHB2', 'DOCK8', 'ANO5', 'MACF1', 'DOCK4', 'MLL2', 'ST14', 'PLCB3', 'EP400', 'SP1', 'MLL4', 'CHL1', 'C12orf35', 'RERE', 'SHPRH', 'PLXNB3', 'CHD5', 'LRRK2', 'PCDHB3', 'GABRA1', 'AHNAK', 'USP43', 'EPPK1', 'KIF21B', 'SRMS', 'GRM3', 'PTPRN2', 'MAP1B', 'EPHB1', 'IL4R', 'ENPEP', 'DSP', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'SPEG', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'COL22A1', 'NWD1', 'OTOF', 'PDE6B', 'PCDH17', 'SLC22A2', 'TRRAP', 'VWF', 'FLNC', 'ZNF292', 'MDN1', 'SCN7A', 'NEB', 'PKHD1', 'CELSR3', 'CCDC45', 'SRGAP1', 'HOOK1', 'DCC', 'ZNF831', 'SHROOM2', 'UPF1', 'GON4L', 'EVPL', 'MUC5B', 'ITIH5', 'DOCK11', 'HYDIN', 'TLL1', 'NLRP7', 'CIITA', 'C7', 'DNHD1', 'UGGT1', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'ACACB', 'SLC13A3', 'AIM1', 'CELSR1', 'MAST2', 'AGAP3', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'TMEM2', 'FHOD3', 'KIF1B', 'KIAA0649', 'PKD1', 'TAF1L', 'COL1A2', 'C2orf55', 'OBSCN', 'SVIL', 'SCN11A', 'ZNF318', 'PLCG2', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'F13A1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'SIM1', 'KLF17', 'WBSCR17', 'PCDHGA11', 'RB1', 'BRPF3', 'LRP1B', 'SLIT3', 'NFKBIL2', 'ABCB4', 'SIGLEC8', 'SIPA1L3', 'TERT', 'NBAS', 'N4BP3', 'HECW1', 'ULK2', 'DGKZ', 'DLGAP2', 'HOOK2', 'PPEF2', 'ATP10B', 'C9orf150', 'FBN2', 'CROCC', 'FBN1', 'PCNT', 'CLTCL1', 'COL7A1', 'PCDHA2', 'SCN5A', 'PTPRS', 'CABIN1', 'PCDHA8', 'SRRM2', 'NOTCH2', 'ANK1', 'MAP3K12', 'SPHKAP', 'ABCC8', 'KANK1', 'COL6A1', 'PTCH1'])
SMARCA4	set(['ZBTB20(D),LSAMP(D)', 'TGM2', 'DNAH10', 'DNAH11', 'COL11A2', 'ABCA13', 'HUWE1', 'ABP1', 'SBF1', 'ARHGEF19', 'PRPF6', 'CACNA1H', 'NCAN', 'USH2A', 'PKD1L2', 'NALCN', 'PIK3CA', 'SLCO6A1', 'ARHGEF2', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'MSLNL', 'ESPL1', 'RELN', 'PLXND1', 'CACNA1S', 'MYT1', 'ZMYM3', 'SLITRK2', 'CASZ1', 'DYSF', 'KIAA1244', 'SP1', 'ABCB4', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'ATP2B3', 'TESK1', 'UBR4', 'ZAN', 'CALN1', 'SIPA1L2', 'COL7A1', 'PTPN11', 'SPEN', 'FAT2', 'SPEG', 'LZTR1', 'RFX6', 'ADCY1', 'DOCK8', 'USP6', 'RRP1B', 'MACF1', 'MX2', 'MLL2', 'ST14', 'PLCB3', 'EP400', 'ARHGAP9', 'DPPA4', 'MLL4', 'C12orf35', 'ZNF599', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'AHNAK', 'USP43', 'EPPK1', 'TIAM2', 'SRMS', 'COL1A2', 'TNS1', 'ATP10B', 'EPHB2', 'MAP1B', 'NACA', 'ELMO1', 'ZNF536', 'TRRAP', 'HERC1', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ASTL', 'PCDHA12', 'PCDHGA1', 'C21orf58', 'BCAR3', 'PKD1L1', 'DNAH2', 'DNAH1', 'ABCG4', 'ADAMTS3', 'DNAH5', 'OTOA', 'COL22A1', 'NWD1', 'CFTR', 'PDE6B', 'WDFY3', 'PDZD2', 'SLC22A2', 'FLNA', 'VWF', 'FLNC', 'KIF1B', 'MYOM3', 'MYH11', 'EPHA7', 'DEAF1', 'CCDC45', 'NEB', 'ZFHX3', 'ZNF831', 'SHROOM2', 'ATR', 'AKAP13', 'SACS', 'EVPL', 'ITIH5', 'HMCN1', 'MDN1', 'TLL1', 'NLRP7', 'MYH9', 'SKIV2L', 'C7', 'RIMS2', 'UGGT1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'CELSR3', 'KIDINS220', 'CELSR1', 'PCDHA1', 'SALL4', 'MAST2', 'AGAP3', 'MXRA5', 'PRTG', 'SYNE2', 'PTPRT', 'LRP2', 'TJP3', 'FHOD3', 'LRP4', 'PKD1', 'C8B', 'SPAG17', 'ABCA4', 'HSPG2', 'ODZ3', 'C2orf55', 'PRKD3', 'OBSCN', 'SCAF1', 'BCL9', 'ZNF318', 'MSH6', 'MEGF8', 'CNTNAP2', 'NLRP11', 'ODZ1', 'DSCAM', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'UBASH3A', 'SIM2', 'QKI', 'DDX11', 'PLEKHG4B', 'ITPR3', 'PCDHGA11', 'RB1', 'BRPF3', 'SLCO5A1', 'NIPBL', 'SLIT3', 'NFKBIL2', 'TRIML1', 'RPGRIP1L', 'SIPA1L3', 'TERT', 'N4BP3', 'HECW1', 'ULK2', 'APOB', 'HOOK2', 'CARD11', 'FBN2', 'CROCC', 'CELSR2', 'ANK1', 'PCNT', 'COL24A1', 'LRP1B', 'PCDHA2', 'SCN5A', 'PTPRS', 'TMEM146', 'PCDHA8', 'SRRM2', 'COL14A1', 'STXBP5L', 'ACRC', 'MAP3K12', 'PTPRD', 'SIGLEC8', 'GPR133', 'KANK1', 'COL6A1', 'PTCH1', 'PKDREJ', 'PTCHD2'])
RERE	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'EPX', 'L1CAM', 'CACNA1H', 'ANO2', 'ASTL', 'TP53', 'WWC3', 'CACNA1F', 'ESPL1', 'RELN', 'C2orf55', 'CASZ1', 'DYSF', 'ARHGEF19', 'IGHMBP2', 'SCN10A', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'INPP5D', 'ADCY1', 'MYLK', 'SPEN', 'POM121L12', 'GPR116', 'MYO15A', 'ITGA8', 'DOCK8', 'DMD', 'ANO5', 'DOCK1', 'DOCK4', 'MLL3', 'EP400', 'C12orf35', 'SHPRH', 'PLXNB2', 'LRRK2', 'PCDHB3', 'DOCK10', 'AHNAK', 'PCLO', 'TRPM3', 'SDK1', 'TRRAP', 'HERC2', 'PLEC', 'DSP', 'TMPRSS15', 'EVPL', 'PCDHA12', 'BCAR3', 'DNAH3', 'SUPT6H', 'COL22A1', 'PDE6B', 'RHBDF2', 'PCDH17', 'SCN5A', 'ZNF292', 'MYH11', 'NEB', 'UGT2A1', 'PRKDC', 'UPF1', 'AKAP13', 'MUC5B', 'GABRA1', 'FLT3', 'NLRP5', 'ENPEP', 'NLRP7', 'CIITA', 'MYH8', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'LRP2', 'FHOD3', 'KIF1B', 'DNMBP', 'TAF1L', 'MYT1', 'OBSCN', 'SVIL', 'CDH18', 'MSH6', 'KIAA0649', 'CNTNAP5', 'C7orf52', 'SMARCA1', 'DGKZ', 'ARAP3', 'RB1', 'GLI2', 'MED12', 'SLIT3', 'WNK3', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'PRSS16', 'PCNT', 'COL24A1', 'CEACAM16', 'PCDHA2', 'PCDHA1', 'PTPRS', 'PCDHA8', 'SRRM2', 'NOTCH2', 'ANK2', 'SPHKAP', 'ABCC8', 'MAP3K15', 'C9orf150', 'COL6A1', 'KIAA1409'])
LPHN1	set(['KCNH1', 'CEP250', 'HNF4A', 'SLIT3', 'MUC5B', 'SHPRH', 'KIF21B'])
ARAP3	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'CACNA1H', 'ANO2', 'RERE', 'WWC3', 'BCLAF1', 'CACNA1F', 'ESPL1', 'RELN', 'MYT1', 'CASZ1', 'WNK3', 'LRP1', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'COL7A1', 'ZAN', 'ADCY1', 'MYLK', 'GPR116', 'MYO15A', 'KCNV1', 'KIAA1409', 'DOCK8', 'DMD', 'ANO5', 'DOCK1', 'DOCK4', 'EP400', 'MLL4', 'C12orf35', 'SHPRH', 'LRRK2', 'PCDHB3', 'AHNAK', 'PCLO', 'TRRAP', 'PLEC', 'DSP', 'ITPR3', 'XIRP2', 'COL22A1', 'ATP6V0A4', 'PCDH17', 'FLNA', 'SCN5A', 'DSCAML1', 'ZNF292', 'EPHA7', 'ADAMTS16', 'MUC5B', 'GABRA1', 'MYH2', 'ENPEP', 'CIITA', 'OBSL1', 'DSG3', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'AGAP3', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'FHOD3', 'KIF1B', 'EVPL', 'TAF1L', 'C2orf55', 'OBSCN', 'AOX1', 'SVIL', 'KIAA0649', 'SMARCA1', 'RB1CC1', 'DGKZ', 'NRK', 'RB1', 'GLI2', 'MED12', 'SLIT3', 'CD163L1', 'POTEB', 'NOS1', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'GPC4', 'PCNT', 'PCDHA2', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'ABCC8', 'C9orf150', 'COL6A3', 'COL6A6'])
SLC6A3	set(['BPTF', 'ZDBF2', 'TGM2', 'COL11A2', 'ZCCHC14', 'PCSK6', 'PRPF8', 'LRFN5', 'NALCN', 'CACNA1A', 'MAP3K1', 'NIPBL', 'MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)', 'SLITRK2', 'WNK2', 'PIK3C2G', 'CACNA2D1', 'SIPA1L2', 'PTPN11', 'KANK1', 'FAT2', 'STARD8', 'POM121L12', 'ELMO1', 'ITGA8', 'DOCK8', 'DMD', 'MACF1', 'NOS3', 'TMEM132D', 'CABIN1', 'XDH', 'GUCY1A3', 'PVRL4', 'COL1A2', 'TRPM2', 'PLCB3', 'ENPEP', 'HERC1', 'COL4A2', 'ITPR3', 'XIRP2', 'SUPT6H', 'DNAH8', 'PDE6B', 'PCDH17', 'GABRE', 'ZNF292', 'SCN7A', 'UGT2A1', 'DCC', 'ZNF831', 'SHROOM2', 'GON4L', 'GABRA1', 'HYDIN', 'MYH3', 'NLRP2', 'MYH9', 'ECT2L', 'HFM1', 'LAMA2', 'WBSCR17', 'CEP250', 'PTCHD2', 'ZPBP', 'TJP3', 'KEL', 'NUP210L', 'TPTE2', 'PKD1', 'PITPNM1', 'SCAF1', 'ODZ1', 'TRPA1', 'SPTBN5', 'PAN3', 'SIM1', 'GRHL3', 'KIF4B', 'RB1', 'MED12', 'GRIN2A', 'CD163L1', 'DISP1', 'ECEL1', 'FCRL2', 'TERT', 'NBAS', 'ITGB2', 'UMOD', 'FBN1', 'PCNT', 'NRK', 'PCDHA1', 'ANK1', 'PTPRD', 'ABCC9', 'C9orf150', 'PTCH1', 'PTPRH'])
