Gene0	Gene1	Weight	cometProbability	mutexProbability	Frequency	MinProbability
SMARCE1loss	CYTSBloss	4.66583057204	0.00941142810737	NA	1	0.00941142810737
NONOloss	CYTSBloss	4.9647133672	0.00697995110534	NA	1	0.00697995110534
MLL3loss	PICALMloss	4.51688637679	0.0109229808228	0.006685010546670107	2	0.006685010546670107
SH2B3loss	CYTSBloss	3.8881093985	0.0204840366026	NA	1	0.0204840366026
MLL3loss	EZRloss	3.92155738036	0.0198102186622	0.01176456606576167	2	0.01176456606576167
CEP110loss	SSX4loss	3.10465018517	0.0448402015834	NA	1	0.0448402015834
FAM123Bloss	CEBPAloss	3.6967874938	0.024803078665	NA	1	0.024803078665
SSX1loss	MYST4loss	3.24822382001	0.0388431390027	NA	1	0.0388431390027
MLL3loss	PRDM1loss	4.16829406275	0.0154786432076	0.009224281977509753	2	0.009224281977509753
CEP110loss	KAT6Aloss	4.77743490885	0.00841756311529	NA	1	0.00841756311529
DDX5loss	MYST4loss	3.05231703219	0.0472493192672	NA	1	0.0472493192672
CHEK2loss	MYST4loss	3.36281784666	0.0346375180853	NA	1	0.0346375180853
CHEK2loss	CYTSBloss	5.98270839128	0.00252198650774	NA	1	0.00252198650774
MLL3loss	CCDC6loss	NA	NA	0.030053377141933377	1	0.030053377141933377
CBLCloss	MLLloss	3.64276977476	0.0261797314924	NA	1	0.0261797314924
CBFA2T3loss	CYTSBloss	3.5079538423	0.0299581508671	NA	1	0.0299581508671
FLT3loss	MLLloss	3.01089406611	0.0492476284359	NA	1	0.0492476284359
ABL1loss	CYTSBloss	3.04892208888	0.0474100006255	NA	1	0.0474100006255
KAT6Bloss	MYST4loss	7.75370548925	0.000429149382259	NA	1	0.000429149382259
STAT6loss	CYTSBloss	3.32639341813	0.0359224288997	NA	1	0.0359224288997
XPAloss	CYTSBloss	4.37693148734	0.0125638518709	NA	1	0.0125638518709
PAX8loss	HLA-Aloss	3.57906691064	0.0279017209114	0.018832372027304124	2	0.018832372027304124
CNTRLloss	CYTSBloss	4.3332008917	0.0131254669801	NA	1	0.0131254669801
CDKN2Aloss	CYTSBloss	4.573037207	0.0103265481757	NA	1	0.0103265481757
BCL9loss	CBFBloss	6.03416776602	0.00239548930559	0.0013646699296603647	2	0.0013646699296603647
CYTSBloss	FNBP1loss	4.30940856318	0.0134414970401	NA	1	0.0134414970401
SS18loss	MLLloss	4.10271721497	0.0165277050049	NA	1	0.0165277050049
CEP110loss	ECT2Lloss	3.87241007326	0.0208081597555	NA	1	0.0208081597555
MLL3loss	LPPloss	4.59285805628	0.01012388236	0.006608751356378474	2	0.006608751356378474
NF2loss	MLL3loss	3.80102321547	0.0223478934432	0.013235291983867997	2	0.013235291983867997
RPL22loss	BRAFloss	NA	NA	0.03647262576299687	1	0.03647262576299687
RPN1loss	MLL3loss	9.01927980121	0.000121053277276	8.896080938159461e-05	2	8.896080938159461e-05
MLL3loss	SDHAF2loss	3.26939344277	0.0380294871413	0.0230173010140596	2	0.0230173010140596
MLL3loss	CDKN1Bloss	NA	NA	0.043314838569101545	1	0.043314838569101545
CEP110loss	HIST1H3Bloss	3.23262557283	0.0394537739224	NA	1	0.0394537739224
CEP110loss	MYBloss	3.78606222251	0.0226847537184	NA	1	0.0226847537184
MYST4loss	SMARCD1loss	3.35247168823	0.0349977435969	NA	1	0.0349977435969
LASP1loss	CYTSBloss	4.49440643714	0.011171309522	NA	1	0.011171309522
CLTCL1loss	FAM22Aloss	3.18269292246	0.0414738188271	NA	1	0.0414738188271
MLL2loss	MSH2loss	3.07806390775	0.0460483242034	0.02923393459335176	2	0.02923393459335176
NUTM2Bloss	MYST4loss	6.03562850657	0.0023919926717	NA	1	0.0023919926717
FOXO3loss	FAM123Bloss	4.09722364649	0.0166187509386	NA	1	0.0166187509386
CEP110loss	CREB3L1loss	4.50574557887	0.0110453519351	NA	1	0.0110453519351
MYST4loss	PICALMloss	3.10358273887	0.0448880916465	NA	1	0.0448880916465
MLL2loss	SS18loss	3.26362632225	0.0382494414185	0.02258714386558719	2	0.02258714386558719
MLL3loss	CEBPAloss	3.18790948313	0.0412580314585	0.025037259628361386	2	0.025037259628361386
HMGA2loss	CYTSBloss	3.05282273318	0.0472254312801	NA	1	0.0472254312801
MLL2loss	MALAT1loss	4.35908129691	0.0127901325879	0.007975720625496481	2	0.007975720625496481
CEP110loss	LASP1loss	3.69368584391	0.0248801285603	NA	1	0.0248801285603
MLL2loss	BTG1loss	3.35530891659	0.0348985877367	0.02171867302089648	2	0.02171867302089648
CEP110loss	CLP1loss	3.7506094539	0.0235034172409	NA	1	0.0235034172409
CCDC6loss	MYST4loss	3.45064484514	0.0317251719578	NA	1	0.0317251719578
CEP110loss	KCNJ5loss	3.4188642218	0.032749610117	NA	1	0.032749610117
KMT2Closs	MLL3loss	5.68061076176	0.00341147420897	0.0022141672321746354	2	0.0022141672321746354
AMER1loss	CYTSBloss	4.94727551054	0.00710273391543	NA	1	0.00710273391543
CEP110loss	FLI1loss	6.07598666862	0.00229737831639	NA	1	0.00229737831639
MLL3loss	TFGloss	8.76804869087	0.000155626960868	0.00011299978124161528	2	0.00011299978124161528
MECOMloss	MLL3loss	NA	NA	0.04188170402554943	1	0.04188170402554943
