ID	Gene0	Gene1	Gene2	TripletType	AverageCoverage	AverageSetScore	AverageCooccurrenceRatio	AverageCombinedScore	AverageTotalEdgeBetweennessCentrality	AverageAverageNodeClosenessCentrality	AverageAverageNodeClusteringCoefficient	AverageRoundedLogPCov	TripletScore	01Type	02Type	12Type	01Concordance	02Concordance	12Concordance	Somatic	Probability	Overlap	Coverage	CooccurrenceRatio
491	DOCK1	RB1(D)	RB1	CooccurringCooccurringMutuallyExclusive	35	21.933841589682647	0.12121212121212122	133.87864427110202	0	0	0	5.7	23.48748145107053	MutuallyExclusive	Cooccurring	Cooccurring	False	False	False	3	2.9235244779123805e-13	0	47	0.0
