02Concordance	AverageTotalEdgeBetweennessCentrality	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequency2	01Concordance	MutationFrequencyDifference	Type	AverageOverlapPMN	AverageSetScore	MutationFrequencyDifferenceRatio	AverageCombinedScore	TripletScore	Coverage	AverageAverageNodeClosenessCentrality	12Type	SetScore	Concordance	AverageAverageNodeClusteringCoefficient	RoundedLogPCov	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	12Concordance	AverageRoundedLogPCov	ID	GeneSet	Probability	TripletType	Gene0	Gene1	Gene2	AverageCoverage	01Type	02Type	AverageCooccurrenceRatio
False	0	5	5	3	6	False	0	Cooccurring	251.33333333333334	24.560802679130287	0.0	62.811621249012696	9.713137306548356	10	0	Cooccurring	36.88863936724625	False	0	inf	0.3	[5, 5, 6]	3	122.96213122415416	False	6.466666666666666	5518	set(['MAP3K12', 'SPTBN4', 'SRRM2'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	MAP3K12	SPTBN4	SRRM2	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	5	6	3	5	False	1	Cooccurring	251.33333333333334	24.27716249833557	0.1	62.05524743356012	9.596172283540225	10	0	Cooccurring	36.463179096054176	False	0	inf	0.3	[6, 5, 5]	3	121.54393032018059	False	6.466666666666666	5520	set(['MAST2', 'SPTBN4', 'MAP3K12'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	MAST2	SPTBN4	MAP3K12	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	5	5	3	6	False	0	Cooccurring	251.33333333333334	23.04805094578219	0.0	58.7776166267511	9.089322158775945	10	0	Cooccurring	34.6195117672241	False	0	inf	0.3	[5, 5, 6]	3	115.39837255741367	False	6.466666666666666	5521	set(['MAP3K12', 'SPTBN4', 'NFKBIL2'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	MAP3K12	SPTBN4	NFKBIL2	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	7	5	3	5	False	2	Cooccurring	251.33333333333334	24.382202137497828	0.18181818181818182	67.77890128849067	10.701931782393265	11	0	Cooccurring	36.62073855479756	False	0	inf	0.2727272727272727	[5, 7, 5]	3	134.27604136759106	False	6.333333333333333	5524	set(['MAP3K12', 'SCN5A', 'SPTBN4'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	MAP3K12	SCN5A	SPTBN4	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	6	5	2	8	False	1	Cooccurring	356.5	25.315138615442862	0.07692307692307693	97.31503735042635	18.24656950320494	13	0	Cooccurring	40.996405615815625	False	0	inf	0.15384615384615385	[5, 6, 8]	3	266.47663650280157	False	5.333333333333333	5526	set(['ZAN', 'PKD1', 'PLEC'])	9.2249522979938537e-14	CooccurringCooccurringCooccurring	ZAN	PKD1	PLEC	10	Cooccurring	Cooccurring	0.264983164983165
False	0	6	5	2	9	False	1	Cooccurring	356.5	24.201347241062447	0.07142857142857142	98.7948948510446	18.758524338805938	14	0	Cooccurring	40.45258645483352	False	0	inf	0.14285714285714285	[5, 6, 9]	3	283.16810518383465	False	5.266666666666667	5527	set(['ZAN', 'PKD1', 'PKD1L1'])	2.0647061522386956e-13	CooccurringCooccurringCooccurring	ZAN	PKD1	PKD1L1	10	Cooccurring	Cooccurring	0.2483164983164983
False	0	5	6	2	10	False	1	Cooccurring	356.5	24.59861578119121	0.07142857142857142	89.0051048666304	15.085610994344133	14	0	Cooccurring	41.17258137212118	False	0	inf	0.14285714285714285	[6, 5, 10]	3	288.2080696048483	False	5.900000000000001	5531	set(['PTPRS', 'PCNT', 'PIK3CG'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	PTPRS	PCNT	PIK3CG	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	6	7	2	10	False	1	Cooccurring	356.5	23.111846855962426	0.0625	93.90541921808226	16.76882486037183	16	0	Cooccurring	40.08262197945245	False	0	inf	0.125	[7, 6, 10]	3	320.6609758356196	False	5.6000000000000005	5535	set(['MYT1', 'PTPRS', 'PIK3CG'])	2.8185693012396164e-14	CooccurringCooccurringCooccurring	MYT1	PTPRS	PIK3CG	12	Cooccurring	Cooccurring	0.24835164835164836
False	0	6	6	2	11	False	0	Cooccurring	328.5	23.13817698042529	0.0	85.15894359045774	13.446148987967012	15	0	Cooccurring	38.52005857489221	False	0	inf	0.13333333333333333	[6, 6, 11]	3	288.90043931169157	False	6.333333333333333	5538	set(['PCDHA2', 'SKIV2L', 'SLIT3'])	1.4782751268337445e-16	CooccurringCooccurringCooccurring	PCDHA2	SKIV2L	SLIT3	12	Cooccurring	Cooccurring	0.28510378510378515
False	0	6	6	3	11	False	0	Cooccurring	272.3333333333333	24.642485453880955	0.0	77.92984078338664	11.080072149296678	15	0	Cooccurring	39.08177458590428	False	0	inf	0.2	[6, 6, 11]	3	195.40887292952138	False	7.033333333333334	5539	set(['DOCK8', 'SKIV2L', 'SLIT3'])	1.2506362507004002e-18	CooccurringCooccurringCooccurring	DOCK8	SKIV2L	SLIT3	11	Cooccurring	Cooccurring	0.3162393162393162
False	0	11	6	3	6	False	5	Cooccurring	272.3333333333333	23.936695871417413	0.3333333333333333	75.61595929254118	10.75108425960301	15	0	Cooccurring	39.322558759971464	False	0	inf	0.2	[6, 11, 6]	3	196.61279379985731	False	7.033333333333334	5540	set(['SKIV2L', 'SLIT3', 'FLNC'])	1.2506362507004002e-18	CooccurringCooccurringCooccurring	SKIV2L	SLIT3	FLNC	11	Cooccurring	Cooccurring	0.3162393162393162
False	0	6	5	3	11	False	1	Cooccurring	225.33333333333334	22.140033702085372	0.06666666666666667	75.67549100441904	11.582983317002913	15	0	Cooccurring	33.175751111358615	False	0	inf	0.2	[5, 6, 11]	3	165.87875555679307	False	6.533333333333334	5541	set(['SLCO5A1', 'SKIV2L', 'SLIT3'])	3.7387238465769126e-17	CooccurringCooccurringCooccurring	SLCO5A1	SKIV2L	SLIT3	11	Cooccurring	Cooccurring	0.3044871794871795
False	0	6	6	3	11	False	0	Cooccurring	272.3333333333333	24.62650332374093	0.0	90.0931710396332	14.225237532573665	16	0	Cooccurring	38.8002960072921	False	0	inf	0.1875	[6, 6, 11]	3	206.93491203889118	False	6.333333333333333	5544	set(['SHROOM2', 'SKIV2L', 'SLIT3'])	1.4782751268337445e-16	CooccurringCooccurringCooccurring	SHROOM2	SKIV2L	SLIT3	12	Cooccurring	Cooccurring	0.2851037851037851
False	0	6	5	3	11	False	1	Cooccurring	272.3333333333333	24.202465001450687	0.06666666666666667	82.89400055219765	12.68785722737719	15	0	Cooccurring	38.16423852385673	False	0	inf	0.2	[5, 6, 11]	3	190.82119261928364	False	6.533333333333334	5548	set(['ST14', 'SKIV2L', 'SLIT3'])	3.7387238465769126e-17	CooccurringCooccurringCooccurring	ST14	SKIV2L	SLIT3	11	Cooccurring	Cooccurring	0.3044871794871795
False	0	6	5	3	11	False	1	Cooccurring	272.3333333333333	24.944665922479384	0.06666666666666667	85.4917037757981	13.085464863642565	15	0	Cooccurring	39.27753990539978	False	0	inf	0.2	[5, 6, 11]	3	196.3876995269989	False	6.533333333333334	5553	set(['SPTBN4', 'SKIV2L', 'SLIT3'])	3.7387238465769126e-17	CooccurringCooccurringCooccurring	SPTBN4	SKIV2L	SLIT3	11	Cooccurring	Cooccurring	0.3044871794871795
False	0	6	5	3	11	False	1	Cooccurring	272.3333333333333	24.687151175878082	0.06666666666666667	84.59040216269352	12.947510535106149	15	0	Cooccurring	38.89126778549782	False	0	inf	0.2	[5, 6, 11]	3	194.45633892748907	False	6.533333333333334	5554	set(['SMARCA4', 'SKIV2L', 'SLIT3'])	3.7387238465769034e-17	CooccurringCooccurringCooccurring	SMARCA4	SKIV2L	SLIT3	11	Cooccurring	Cooccurring	0.3044871794871795
False	0	6	11	3	6	False	5	Cooccurring	240.66666666666666	22.44220126355137	0.29411764705882354	92.62032744600833	16.441478244853553	17	0	Cooccurring	33.475342656776824	False	0	inf	0.17647058823529413	[11, 6, 6]	3	189.693608388402	False	5.633333333333333	5581	set(['MDN1', 'PLXND1', 'CACNA1H'])	1.7473484791372967e-14	CooccurringCooccurringCooccurring	MDN1	PLXND1	CACNA1H	12	Cooccurring	Cooccurring	0.25396825396825395
False	0	6	6	3	5	False	0	Cooccurring	240.66666666666666	22.374826660485095	0.0	62.08819345140654	9.855268801810562	11	0	Cooccurring	33.374280752177405	False	0	inf	0.2727272727272727	[6, 6, 5]	3	122.37236275798382	False	6.3	5583	set(['CACNA1H', 'PLXND1', 'ABCA13'])	6.6662522208531694e-17	CooccurringCooccurringCooccurring	CACNA1H	PLXND1	ABCA13	8	Cooccurring	Cooccurring	0.3611111111111111
False	0	6	6	2	5	False	0	Cooccurring	356.5	22.14478348694111	0.0	61.47474498862258	9.757896029940092	10	0	Cooccurring	39.4572839599075	False	0	inf	0.2	[6, 6, 5]	3	197.2864197995375	False	6.3	5585	set(['CACNA1H', 'PLXND1', 'C2orf55'])	6.6662522208531694e-17	CooccurringCooccurringCooccurring	CACNA1H	PLXND1	C2orf55	8	Cooccurring	Cooccurring	0.3611111111111111
False	0	5	5	3	8	False	0	Cooccurring	272.6666666666667	27.049195921703145	0.0	81.19354290091503	13.095732725954038	12	0	Cooccurring	40.880214677812624	False	0	inf	0.25	[5, 5, 8]	3	163.5208587112505	False	6.2	5598	set(['DNAH10', 'FHOD3', 'CELSR3'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	DNAH10	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	7	3	8	False	2	Cooccurring	272.6666666666667	26.123806007107362	0.14285714285714285	90.07384239168714	15.18098467275626	14	0	Cooccurring	39.49212980591895	False	0	inf	0.21428571428571427	[7, 5, 8]	3	184.29660576095512	False	5.933333333333333	5601	set(['SMARCA1', 'FHOD3', 'CELSR3'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	SMARCA1	FHOD3	CELSR3	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	5	6	3	8	False	1	Cooccurring	272.6666666666667	24.77649095257755	0.08333333333333333	73.29331090696883	10.571150611582041	12	0	Cooccurring	38.125942568098154	False	0	inf	0.25	[6, 5, 8]	3	152.50377027239261	False	6.933333333333334	5602	set(['C12orf35', 'FHOD3', 'CELSR3'])	1.0878469483461185e-18	CooccurringCooccurringCooccurring	C12orf35	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3813852813852814
False	0	5	6	3	8	False	1	Cooccurring	272.6666666666667	26.621382770360004	0.07692307692307693	85.89838335092374	14.159074178723692	13	0	Cooccurring	40.238494950797914	False	0	inf	0.23076923076923078	[6, 5, 8]	3	174.36681145345761	False	6.066666666666667	5604	set(['CACNA1H', 'FHOD3', 'CELSR3'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	CACNA1H	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	5	3	8	False	0	Cooccurring	272.6666666666667	25.89937169767333	0.0	77.93570759949722	12.570275419273745	12	0	Cooccurring	39.15547834176791	False	0	inf	0.25	[5, 5, 8]	3	156.62191336707164	False	6.2	5605	set(['PCDHB3', 'FHOD3', 'CELSR3'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	PCDHB3	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	5	3	8	False	0	Cooccurring	272.6666666666667	25.308750677105095	0.0	67.25556201562021	9.562402182315669	11	0	Cooccurring	39.21277615757365	False	0	inf	0.2727272727272727	[5, 5, 8]	3	143.78017924443674	False	7.033333333333334	5606	set(['C7', 'FHOD3', 'CELSR3'])	4.5751560562937954e-19	CooccurringCooccurringCooccurring	C7	FHOD3	CELSR3	8	Cooccurring	Cooccurring	0.391005291005291
False	0	5	5	3	8	False	0	Cooccurring	272.6666666666667	26.804476592464397	0.0	80.50017146807191	12.983898623882567	12	0	Cooccurring	40.51313568395451	False	0	inf	0.25	[5, 5, 8]	3	162.05254273581804	False	6.2	5608	set(['TRIO', 'FHOD3', 'CELSR3'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	TRIO	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	8	5	3	11	False	3	Cooccurring	272.6666666666667	27.037161900606105	0.16666666666666666	117.49287104118469	21.106503779853536	18	0	Cooccurring	40.86216364616706	False	0	inf	0.16666666666666666	[5, 8, 11]	3	245.17298187700237	False	5.566666666666666	5609	set(['FHOD3', 'CELSR3', 'HSPG2'])	3.3924416655572899e-14	CooccurringCooccurringCooccurring	FHOD3	CELSR3	HSPG2	13	Cooccurring	Cooccurring	0.23942307692307693
False	0	8	5	3	6	False	3	Cooccurring	272.6666666666667	26.518710045755558	0.23076923076923078	85.573253056343	14.105481273023573	13	0	Cooccurring	40.084485863891246	False	0	inf	0.23076923076923078	[5, 8, 6]	3	173.69943874352873	False	6.066666666666666	5610	set(['FHOD3', 'CELSR3', 'CROCC'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	FHOD3	CELSR3	CROCC	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	8	3	8	False	3	Cooccurring	272.6666666666667	27.111397534643057	0.2	99.61072870497071	17.174263569822536	15	0	Cooccurring	40.9735170972225	False	0	inf	0.2	[8, 5, 8]	3	204.8675854861125	False	5.8	5611	set(['PLEC', 'FHOD3', 'CELSR3'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	PLEC	FHOD3	CELSR3	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	8	5	3	5	False	3	Cooccurring	272.6666666666667	26.85402023098077	0.25	80.64054511053497	13.006539533957254	12	0	Cooccurring	40.58745114172907	False	0	inf	0.25	[5, 8, 5]	3	162.34980456691628	False	6.2	5612	set(['FHOD3', 'CELSR3', 'PCNT'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	FHOD3	CELSR3	PCNT	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	6	3	8	False	1	Cooccurring	272.6666666666667	26.157583245405217	0.07692307692307693	84.42968485523359	13.916981020093447	13	0	Cooccurring	39.54279566336574	False	0	inf	0.23076923076923078	[6, 5, 8]	3	171.35211454125152	False	6.066666666666667	5613	set(['ATP2B3', 'FHOD3', 'CELSR3'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	ATP2B3	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	5	3	8	False	0	Cooccurring	272.6666666666667	25.21301451522683	0.0	75.99102891589881	12.256617567080452	12	0	Cooccurring	38.125942568098154	False	0	inf	0.25	[5, 5, 8]	3	152.50377027239261	False	6.2	5614	set(['ZAN', 'FHOD3', 'CELSR3'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ZAN	FHOD3	CELSR3	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	8	5	3	7	False	3	Cooccurring	272.6666666666667	26.54716570694247	0.21428571428571427	91.55560134111	15.430719327153373	14	0	Cooccurring	40.12716935567161	False	0	inf	0.21428571428571427	[5, 8, 7]	3	187.26012365980085	False	5.933333333333333	5620	set(['FHOD3', 'CELSR3', 'SCN5A'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	FHOD3	CELSR3	SCN5A	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	5	6	3	8	False	1	Cooccurring	254.0	25.09801194774788	0.07692307692307693	80.81147828510935	13.320573343699342	13	0	Cooccurring	38.00208856544977	False	0	inf	0.23076923076923078	[6, 5, 8]	3	164.675717116949	False	6.066666666666666	5621	set(['PCDHA2', 'CASZ1', 'ADCY1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	PCDHA2	CASZ1	ADCY1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	8	6	3	5	False	2	Cooccurring	254.0	25.090345022334343	0.15384615384615385	80.78719968796646	13.316571377137327	13	0	Cooccurring	37.99058817732945	False	0	inf	0.23076923076923078	[6, 8, 5]	3	164.62588210176094	False	6.066666666666667	5622	set(['PCDHA8', 'ADCY1', 'CASZ1'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	PCDHA8	ADCY1	CASZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	8	6	3	5	False	2	Cooccurring	254.0	25.568647599062164	0.16666666666666666	72.41789796187051	10.649690876745664	12	0	Cooccurring	38.802880552973356	False	0	inf	0.25	[6, 8, 5]	3	155.21152221189342	False	6.8	5623	set(['DOCK8', 'ADCY1', 'CASZ1'])	2.7270595373491469e-18	CooccurringCooccurringCooccurring	DOCK8	ADCY1	CASZ1	9	Cooccurring	Cooccurring	0.35833333333333334
False	0	5	8	3	5	False	3	Cooccurring	254.0	25.669183275029383	0.25	76.88494860597785	12.400798162254492	12	0	Cooccurring	38.85884555637201	False	0	inf	0.25	[8, 5, 5]	3	155.43538222548804	False	6.2	5625	set(['ADCY1', 'KIF1B', 'CASZ1'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ADCY1	KIF1B	CASZ1	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	8	5	2	5	False	3	Cooccurring	328.5	24.90226977868437	0.25	88.71116977882768	16.327209161747426	12	0	Cooccurring	38.497001870480396	False	0	inf	0.16666666666666666	[5, 8, 5]	3	230.9820112228824	False	5.433333333333334	5626	set(['ARHGEF19', 'ADCY1', 'CASZ1'])	3.0998636757192368e-14	CooccurringCooccurringCooccurring	ARHGEF19	ADCY1	CASZ1	9	Cooccurring	Cooccurring	0.2833333333333334
False	0	8	6	3	5	False	2	Cooccurring	254.0	25.3770427408439	0.15384615384615385	81.69507579658006	13.466221285150556	13	0	Cooccurring	38.420634755093786	False	0	inf	0.23076923076923078	[6, 8, 5]	3	166.48941727207307	False	6.066666666666667	5627	set(['ATP10B', 'ADCY1', 'CASZ1'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	ATP10B	ADCY1	CASZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	8	9	3	5	False	1	Cooccurring	254.0	24.654530510672753	0.07142857142857142	78.01789821840536	10.988436368789486	14	0	Cooccurring	38.750833691392565	False	0	inf	0.21428571428571427	[9, 8, 5]	3	180.83722389316532	False	7.1000000000000005	5633	set(['EVPL', 'ADCY1', 'CASZ1'])	5.3214348479642445e-19	CooccurringCooccurringCooccurring	EVPL	ADCY1	CASZ1	11	Cooccurring	Cooccurring	0.3297979797979798
False	0	8	6	3	5	False	2	Cooccurring	254.0	23.33947832786268	0.2	58.69625298113504	6.74669574495805	10	0	Cooccurring	36.78439301990452	False	0	inf	0.3	[6, 8, 5]	3	122.61464339968174	False	8.700000000000001	5634	set(['C12orf35', 'ADCY1', 'CASZ1'])	4.3119963021542439e-24	CooccurringCooccurringCooccurring	C12orf35	ADCY1	CASZ1	8	Cooccurring	Cooccurring	0.47500000000000003
False	0	5	8	2	5	False	3	Cooccurring	329.0	23.438045612426965	0.2727272727272727	71.10031013467926	11.467791957206332	11	0	Cooccurring	37.48876378695693	False	0	inf	0.18181818181818182	[8, 5, 5]	3	206.18820082826312	False	6.2	5636	set(['ADCY1', 'CASZ1', 'C2orf55'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ADCY1	CASZ1	C2orf55	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	8	9	3	5	False	1	Cooccurring	254.0	25.407888846230268	0.06666666666666667	87.03071776825345	13.66974624632253	15	0	Cooccurring	39.8203475765719	False	0	inf	0.2	[9, 8, 5]	3	199.10173788285948	False	6.366666666666667	5638	set(['AHNAK', 'ADCY1', 'CASZ1'])	9.4323237410586579e-17	CooccurringCooccurringCooccurring	AHNAK	ADCY1	CASZ1	11	Cooccurring	Cooccurring	0.2934731934731935
False	0	5	6	3	8	False	1	Cooccurring	254.0	25.625097617013868	0.07692307692307693	82.48058290445164	13.595700478755763	13	0	Cooccurring	38.79271706934874	False	0	inf	0.23076923076923078	[6, 5, 8]	3	168.10177396717788	False	6.066666666666667	5639	set(['ESPL1', 'CASZ1', 'ADCY1'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	ESPL1	CASZ1	ADCY1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	5	2	5	False	0	Cooccurring	328.5	25.888514896000157	0.0	103.55405958400063	24.08233943813968	11	0	Cooccurring	38.863445349967925	False	0	inf	0.18181818181818182	[5, 5, 5]	3	213.7489494248236	False	4.3	5642	set(['PTPRD', 'ZNF599', 'KIF1B'])	5.670277888745538e-11	CooccurringCooccurringCooccurring	PTPRD	ZNF599	KIF1B	8	Cooccurring	Cooccurring	0.25
False	0	5	5	2	5	False	0	Cooccurring	328.5	25.425273888210352	0.0	87.78780804379757	17.326541061275837	10	0	Cooccurring	39.1632238252242	False	0	inf	0.2	[5, 5, 5]	3	195.81611912612098	False	5.066666666666666	5643	set(['SPTBN4', 'ZNF599', 'KIF1B'])	2.38246128517579e-13	CooccurringCooccurringCooccurring	SPTBN4	ZNF599	KIF1B	7	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	5	2	5	False	0	Cooccurring	328.5	25.5445416260979	0.0	102.1781665043916	23.762364303346885	11	0	Cooccurring	38.347485445114536	False	0	inf	0.18181818181818182	[5, 5, 5]	3	210.91116994812995	False	4.3	5644	set(['OTOA', 'ZNF599', 'KIF1B'])	5.670277888745538e-11	CooccurringCooccurringCooccurring	OTOA	ZNF599	KIF1B	8	Cooccurring	Cooccurring	0.25
False	0	6	5	2	11	False	1	Cooccurring	284.5	21.337961957071002	0.06666666666666667	83.4449915490849	14.304855694128841	15	0	Cooccurring	32.19443922757028	False	0	inf	0.13333333333333333	[5, 6, 11]	3	241.45829420677708	False	5.833333333333333	5646	set(['RRP1B', 'ANO5', 'SLIT3'])	4.419240578865033e-15	CooccurringCooccurringCooccurring	RRP1B	ANO5	SLIT3	11	Cooccurring	Cooccurring	0.2733516483516483
False	0	11	6	2	5	False	5	Cooccurring	329.0	23.999881201323447	0.3125	107.8117612191486	21.139561023362468	16	0	Cooccurring	38.10732896989941	False	0	inf	0.125	[6, 11, 5]	3	304.8586317591953	False	5.1000000000000005	5647	set(['ANO5', 'SLIT3', 'C7'])	7.882869203882506e-13	CooccurringCooccurringCooccurring	ANO5	SLIT3	C7	12	Cooccurring	Cooccurring	0.22242572242572245
False	0	5	5	2	5	False	0	Cooccurring	288.0	21.938416172285333	0.0	63.29261326971013	10.850162274807452	9	0	Cooccurring	32.87417097495437	False	0	inf	0.2222222222222222	[5, 5, 5]	3	147.93376938729466	False	5.833333333333333	5649	set(['ULK2', 'ZNF536', 'SRMS'])	1.0010306173225723e-15	CooccurringCooccurringCooccurring	ULK2	ZNF536	SRMS	7	Cooccurring	Cooccurring	0.36904761904761907
False	0	5	5	3	6	False	0	Cooccurring	226.66666666666666	23.039625973238856	0.0	58.94000256130829	9.114433385769324	10	0	Cooccurring	34.55255721174213	False	0	inf	0.3	[5, 5, 6]	3	115.17519070580711	False	6.466666666666666	5650	set(['ULK2', 'ZNF536', 'ATR'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	ULK2	ZNF536	ATR	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	5	7	2	6	False	2	Cooccurring	303.0	23.65043771162476	0.18181818181818182	70.66030162006918	11.39682284194664	11	0	Cooccurring	36.11215978998264	False	0	inf	0.18181818181818182	[7, 5, 6]	3	198.61687884490453	False	6.2	5651	set(['KIAA1409', 'FHOD3', 'SRRM2'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	KIAA1409	FHOD3	SRRM2	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	8	5	3	6	False	3	Cooccurring	255.33333333333334	24.827912274807748	0.23076923076923078	79.89364159934259	13.169281582309216	13	0	Cooccurring	37.34420385530439	False	0	inf	0.23076923076923078	[5, 8, 6]	3	161.82488337298568	False	6.066666666666667	5652	set(['FHOD3', 'NLRP7', 'SRRM2'])	5.1716300853133126e-16	CooccurringCooccurringCooccurring	FHOD3	NLRP7	SRRM2	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	6	5	3	6	False	1	Cooccurring	255.33333333333334	25.87186614017581	0.09090909090909091	71.92629556634024	11.4168723121175	11	0	Cooccurring	38.91013465335649	False	0	inf	0.2727272727272727	[5, 6, 6]	3	142.67049372897378	False	6.3	5655	set(['FHOD3', 'SRRM2', 'HERC2'])	6.6662522208531694e-17	CooccurringCooccurringCooccurring	FHOD3	SRRM2	HERC2	8	Cooccurring	Cooccurring	0.3611111111111111
False	0	5	5	3	6	False	0	Cooccurring	255.33333333333334	24.840337025473577	0.0	63.53688049868939	9.825290798766401	10	0	Cooccurring	37.36284098130314	False	0	inf	0.3	[5, 5, 6]	3	124.54280327101046	False	6.466666666666666	5657	set(['COL6A1', 'FHOD3', 'SRRM2'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	COL6A1	FHOD3	SRRM2	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	5	6	3	6	False	1	Cooccurring	255.33333333333334	23.91577027972328	0.1	59.41416119141314	8.290348073220438	10	0	Cooccurring	36.07781715058955	False	0	inf	0.3	[6, 5, 6]	3	120.25939050196519	False	7.166666666666667	5658	set(['C12orf35', 'FHOD3', 'SRRM2'])	1.4022391423460278e-19	CooccurringCooccurringCooccurring	C12orf35	FHOD3	SRRM2	8	Cooccurring	Cooccurring	0.42658730158730157
False	0	5	5	3	6	False	0	Cooccurring	255.33333333333334	24.78144538463512	0.0	63.38965139659325	9.802523411844318	10	0	Cooccurring	37.27450352004545	False	0	inf	0.3	[5, 5, 6]	3	124.24834506681817	False	6.466666666666666	5659	set(['PCDHA12', 'FHOD3', 'SRRM2'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	PCDHA12	FHOD3	SRRM2	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	6	5	2	7	False	1	Cooccurring	356.5	25.52790473117739	0.09090909090909091	76.55981343980405	12.348357006420008	11	0	Cooccurring	41.44391693995986	False	0	inf	0.18181818181818182	[5, 6, 7]	3	227.94154316977924	False	6.2	5660	set(['FHOD3', 'SRRM2', 'SCN5A'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	FHOD3	SRRM2	SCN5A	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	6	5	3	7	False	1	Cooccurring	255.33333333333334	24.716062664109927	0.08333333333333333	74.07684350636022	11.94787798489681	12	0	Cooccurring	37.17642943925766	False	0	inf	0.25	[5, 6, 7]	3	148.70571775703064	False	6.2	5661	set(['FHOD3', 'SRRM2', 'BCAR3'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	FHOD3	SRRM2	BCAR3	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	5	2	8	False	2	Cooccurring	328.5	23.08515284046838	0.15384615384615385	79.14321009706075	13.33874327478552	13	0	Cooccurring	37.10903836159117	False	0	inf	0.15384615384615385	[5, 7, 8]	3	241.20874935034257	False	5.933333333333333	5662	set(['ZNF318', 'PCDHA1', 'ODZ1'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	ZNF318	PCDHA1	ODZ1	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	7	5	2	5	False	2	Cooccurring	329.0	25.06264588725146	0.16666666666666666	100.4319806931559	20.636708361607376	12	0	Cooccurring	37.79893945762551	False	0	inf	0.16666666666666666	[5, 7, 5]	3	226.79363674575305	False	4.866666666666666	5668	set(['PCDHB3', 'SMARCA1', 'GMIP'])	1.7340235594293046e-12	CooccurringCooccurringCooccurring	PCDHB3	SMARCA1	GMIP	9	Cooccurring	Cooccurring	0.2611111111111111
