02Concordance	AverageTotalEdgeBetweennessCentrality	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequency2	01Concordance	MutationFrequencyDifference	Type	AverageOverlapPMN	AverageSetScore	MutationFrequencyDifferenceRatio	AverageCombinedScore	TripletScore	Coverage	AverageAverageNodeClosenessCentrality	12Type	SetScore	Concordance	AverageAverageNodeClusteringCoefficient	RoundedLogPCov	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	12Concordance	AverageRoundedLogPCov	ID	GeneSet	Probability	TripletType	Gene0	Gene1	Gene2	AverageCoverage	01Type	02Type	AverageCooccurrenceRatio
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	24.97171757857318	0.08333333333333333	74.79404613653413	12.063555828473246	12	0	Cooccurring	37.76399716311768	False	0	inf	0.25	[6, 5, 7]	3	151.05598865247072	False	6.2	1525	set(['C12orf35', 'PCNT', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	C12orf35	PCNT	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	24.27528059299763	0.0	78.26946877249816	12.972840128038367	13	0	Cooccurring	36.71934168475435	False	0	inf	0.23076923076923078	[6, 6, 7]	3	159.11714730060217	False	6.033333333333334	1526	set(['C12orf35', 'ATP2B3', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	C12orf35	ATP2B3	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	24.054663408432713	0.09090909090909091	65.28730311260922	9.238769308388099	11	0	Cooccurring	37.0432012518809	False	0	inf	0.2727272727272727	[6, 5, 7]	3	135.82507125689665	False	7.066666666666666	1528	set(['C12orf35', 'FHOD3', 'MYT1'])	4.2718311677360545e-19	CooccurringCooccurringCooccurring	C12orf35	FHOD3	MYT1	8	Cooccurring	Cooccurring	0.40158730158730155
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	24.613213725743975	0.0	79.33959035952826	13.150208346883135	13	0	Cooccurring	37.22624138387387	False	0	inf	0.23076923076923078	[6, 6, 7]	3	161.31371266345343	False	6.033333333333334	1529	set(['C12orf35', 'PTPRS', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	C12orf35	PTPRS	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	8	6	3	7	False	2	Cooccurring	272.6666666666667	23.223052012694126	0.16666666666666666	69.23667522135587	8.209882437314926	12	0	Cooccurring	36.73035407897598	False	0	inf	0.25	[6, 8, 7]	3	146.9214163159039	False	8.433333333333332	1530	set(['C12orf35', 'ADCY1', 'MYT1'])	5.1940312647023837e-23	CooccurringCooccurringCooccurring	C12orf35	ADCY1	MYT1	10	Cooccurring	Cooccurring	0.43333333333333335
False	0	7	6	3	7	False	1	Cooccurring	272.6666666666667	24.492827997551625	0.07142857142857142	84.47954545019859	14.23812563767392	14	0	Cooccurring	37.04566279158534	False	0	inf	0.21428571428571427	[6, 7, 7]	3	172.87975969406494	False	5.933333333333334	1531	set(['C12orf35', 'COL22A1', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	C12orf35	COL22A1	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	7	6	2	7	False	1	Cooccurring	329.0	23.44999466478464	0.07692307692307693	80.77406741083028	13.613606866993868	13	0	Cooccurring	37.45391206042056	False	0	inf	0.15384615384615385	[6, 7, 7]	3	243.45042839273364	False	5.933333333333334	1532	set(['C12orf35', 'MYLK', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	C12orf35	MYLK	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	6	5	2	7	False	1	Cooccurring	356.5	24.20127034835726	0.08333333333333333	90.2166145372229	16.403020824949618	12	0	Cooccurring	38.0894229016459	False	0	inf	0.16666666666666666	[5, 6, 7]	3	228.5365374098754	False	5.5	1533	set(['COL6A1', 'C12orf35', 'MYT1'])	2.8959920637307585e-14	CooccurringCooccurringCooccurring	COL6A1	C12orf35	MYT1	9	Cooccurring	Cooccurring	0.2916666666666667
False	0	7	6	3	7	False	1	Cooccurring	272.6666666666667	24.66486305453488	0.07142857142857142	85.08166814963998	14.339606991512357	14	0	Cooccurring	37.30371537706023	False	0	inf	0.21428571428571427	[6, 7, 7]	3	174.08400509294773	False	5.933333333333334	1535	set(['C12orf35', 'SCN5A', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	C12orf35	SCN5A	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	5	5	2	9	False	0	Cooccurring	284.0	21.745636000402556	0.0	82.14607471604909	15.30672199677933	13	0	Cooccurring	32.83800029339839	False	0	inf	0.15384615384615385	[5, 5, 9]	3	213.44700190708951	False	5.366666666666667	1536	set(['AFM', 'TPR', 'COL5A3'])	6.9453571692735482e-14	CooccurringCooccurringCooccurring	AFM	TPR	COL5A3	10	Cooccurring	Cooccurring	0.26515151515151514
False	0	5	11	2	5	False	6	Cooccurring	329.0	24.639930736782688	0.42857142857142855	90.41580140192208	15.06930023365368	14	0	Cooccurring	41.050468381891164	False	0	inf	0.14285714285714285	[11, 5, 5]	3	287.35327867323815	False	6.0	1537	set(['MUC5B', 'PCNT', 'PCDH17'])	1.1165005717652469e-15	CooccurringCooccurringCooccurring	MUC5B	PCNT	PCDH17	11	Cooccurring	Cooccurring	0.2967032967032967
False	0	5	5	2	5	False	0	Cooccurring	296.0	24.33423381027528	0.0	83.70590874876538	16.520903042519485	10	0	Cooccurring	36.53197568998293	False	0	inf	0.2	[5, 5, 5]	3	182.65987844991463	False	5.066666666666666	1538	set(['NOS3', 'PCDH17', 'PCNT'])	2.38246128517579e-13	CooccurringCooccurringCooccurring	NOS3	PCDH17	PCNT	7	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	8	2	5	False	3	Cooccurring	329.0	25.434154593298143	0.2727272727272727	76.60189941559236	12.355145067031025	11	0	Cooccurring	40.49686433275439	False	0	inf	0.18181818181818182	[8, 5, 5]	3	222.73275383014914	False	6.2	1539	set(['CELSR3', 'PCDH17', 'PCNT'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	CELSR3	PCDH17	PCNT	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	5	2	5	False	0	Cooccurring	329.0	24.52251665482885	0.0	57.21920552793398	8.669576595141514	8	0	Cooccurring	39.12940742505045	False	0	inf	0.25	[5, 5, 5]	3	156.5176297002018	False	6.599999999999999	1541	set(['C7', 'PCDH17', 'PCNT'])	4.2059961395900406e-18	CooccurringCooccurringCooccurring	C7	PCDH17	PCNT	7	Cooccurring	Cooccurring	0.42857142857142855
False	0	6	9	2	5	False	3	Cooccurring	297.0	24.241008912100877	0.23076923076923078	83.03380875182938	13.838968125304897	13	0	Cooccurring	37.875883520931986	False	0	inf	0.15384615384615385	[9, 6, 5]	3	246.1932428860579	False	6.0	1542	set(['MYH2', 'ZFHX3', 'KIF1B'])	1.1575015359777249e-15	CooccurringCooccurringCooccurring	MYH2	ZFHX3	KIF1B	10	Cooccurring	Cooccurring	0.29924242424242425
False	0	8	6	2	5	False	2	Cooccurring	328.5	24.50138308981377	0.16666666666666666	78.53099287704758	12.944669155557294	12	0	Cooccurring	40.215578874263564	False	0	inf	0.16666666666666666	[6, 8, 5]	3	241.2934732455814	False	6.066666666666666	1543	set(['ZFHX3', 'ADCY1', 'KIF1B'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ZFHX3	ADCY1	KIF1B	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	7	2	6	False	2	Cooccurring	328.5	25.219908774178332	0.16666666666666666	93.2348591792142	16.951792578038944	12	0	Cooccurring	40.630268366437456	False	0	inf	0.16666666666666666	[7, 5, 6]	3	243.78161019862475	False	5.5	1544	set(['COL14A1', 'KIF1B', 'ZFHX3'])	2.8959920637320668e-14	CooccurringCooccurringCooccurring	COL14A1	KIF1B	ZFHX3	9	Cooccurring	Cooccurring	0.2916666666666667
False	0	6	5	2	5	False	1	Cooccurring	72.5	24.949800804826584	0.1	79.11793493478393	13.799639814206497	10	0	Cooccurring	37.607369018256925	False	0	inf	0.2	[5, 6, 5]	3	188.03684509128462	False	5.733333333333334	1546	set(['KDM5D', 'ZFHX3', 'KIF1B'])	2.9884114250906742e-15	CooccurringCooccurringCooccurring	KDM5D	ZFHX3	KIF1B	8	Cooccurring	Cooccurring	0.3419312169312169
False	0	6	10	3	5	False	4	Cooccurring	232.66666666666666	25.991408763690057	0.26666666666666666	95.62707918009393	16.207979522049815	15	0	Cooccurring	39.11285383593151	False	0	inf	0.2	[10, 6, 5]	3	195.56426917965754	False	5.900000000000001	1548	set(['SYNE2', 'ZFHX3', 'KIF1B'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	SYNE2	ZFHX3	KIF1B	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	5	3	6	False	0	Cooccurring	232.66666666666666	25.32491551369868	0.0	64.75045053472105	10.012956268255834	10	0	Cooccurring	38.113113960944446	False	0	inf	0.3	[5, 5, 6]	3	127.04371320314816	False	6.466666666666666	1549	set(['SPTBN4', 'KIF1B', 'ZFHX3'])	1.675342910624475e-17	CooccurringCooccurringCooccurring	SPTBN4	KIF1B	ZFHX3	7	Cooccurring	Cooccurring	0.39285714285714285
False	0	5	6	3	10	False	1	Cooccurring	272.6666666666667	26.51951294304584	0.06666666666666667	97.42562956446365	16.512818570248072	15	0	Cooccurring	40.085690209826666	False	0	inf	0.2	[6, 5, 10]	3	200.42845104913332	False	5.900000000000001	1550	set(['DOCK8', 'FHOD3', 'EP400'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	DOCK8	FHOD3	EP400	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	5	3	10	False	0	Cooccurring	272.6666666666667	27.010035994142935	0.0	93.0894048019682	15.344407384939814	14	0	Cooccurring	40.82147478647231	False	0	inf	0.21428571428571427	[5, 5, 10]	3	190.5002156702041	False	6.066666666666666	1551	set(['DNAH10', 'FHOD3', 'EP400'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	DNAH10	FHOD3	EP400	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	10	5	3	12	False	5	Cooccurring	272.6666666666667	26.17567094790088	0.25	114.86071458799132	19.467917726778193	20	0	Cooccurring	40.83148710729198	False	0	inf	0.15	[5, 10, 12]	3	272.2099140486132	False	5.8999999999999995	1552	set(['FHOD3', 'EP400', 'DNAH11'])	5.9815301721404833e-15	CooccurringCooccurringCooccurring	FHOD3	EP400	DNAH11	14	Cooccurring	Cooccurring	0.22883597883597884
False	0	5	6	3	10	False	1	Cooccurring	272.6666666666667	26.427343571857836	0.06666666666666667	97.10303676530566	16.45814182462808	15	0	Cooccurring	39.94743615304466	False	0	inf	0.2	[6, 5, 10]	3	199.73718076522331	False	5.8999999999999995	1553	set(['DOCK1', 'FHOD3', 'EP400'])	2.3498219130134586e-15	CooccurringCooccurringCooccurring	DOCK1	FHOD3	EP400	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	7	3	10	False	2	Cooccurring	272.6666666666667	26.084646079547145	0.125	101.6481876786883	17.62685335468583	16	0	Cooccurring	39.43338991457863	False	0	inf	0.1875	[7, 5, 10]	3	210.3114128777527	False	5.766666666666667	1555	set(['SMARCA1', 'FHOD3', 'EP400'])	7.1284552988855501e-15	CooccurringCooccurringCooccurring	SMARCA1	FHOD3	EP400	11	Cooccurring	Cooccurring	0.26587301587301587
False	0	5	6	3	10	False	1	Cooccurring	272.6666666666667	26.58222284279979	0.06666666666666667	97.64511421360248	16.550019358237705	15	0	Cooccurring	40.1797550594576	False	0	inf	0.2	[6, 5, 10]	3	200.89877529728798	False	5.900000000000001	1556	set(['CACNA1H', 'FHOD3', 'EP400'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	CACNA1H	FHOD3	EP400	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	8	2	10	False	3	Cooccurring	356.5	24.827201516855467	0.1875	101.77540069349442	17.96036482826372	16	0	Cooccurring	40.83549986291822	False	0	inf	0.125	[8, 5, 10]	3	326.68399890334575	False	5.666666666666667	1557	set(['NLRP7', 'FHOD3', 'EP400'])	1.8076605981740835e-14	CooccurringCooccurringCooccurring	NLRP7	FHOD3	EP400	12	Cooccurring	Cooccurring	0.25
False	0	5	5	3	10	False	0	Cooccurring	272.6666666666667	25.860211770113114	0.0	89.4482947592071	14.744224410858314	14	0	Cooccurring	39.09673845042759	False	0	inf	0.21428571428571427	[5, 5, 10]	3	182.45144610199543	False	6.066666666666666	1558	set(['PCDHB3', 'FHOD3', 'EP400'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	PCDHB3	FHOD3	EP400	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	5	3	10	False	0	Cooccurring	272.6666666666667	25.898410313983614	0.0	89.56925681479701	14.764163211230278	14	0	Cooccurring	39.154036266233334	False	0	inf	0.21428571428571427	[5, 5, 10]	3	182.7188359090889	False	6.066666666666666	1561	set(['C7', 'FHOD3', 'EP400'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	C7	FHOD3	EP400	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	10	5	3	7	False	5	Cooccurring	272.6666666666667	26.08822070830807	0.3125	101.66189042227182	17.629229552995113	16	0	Cooccurring	39.438751857720014	False	0	inf	0.1875	[5, 10, 7]	3	210.34000990784008	False	5.766666666666667	1562	set(['FHOD3', 'EP400', 'MYT1'])	7.1284552988855501e-15	CooccurringCooccurringCooccurring	FHOD3	EP400	MYT1	11	Cooccurring	Cooccurring	0.26587301587301587
False	0	5	5	3	10	False	0	Cooccurring	272.6666666666667	26.76531666490418	0.0	92.3144602593788	15.21666927352398	14	0	Cooccurring	40.454395792614186	False	0	inf	0.21428571428571427	[5, 5, 10]	3	188.7871803655329	False	6.066666666666666	1563	set(['TRIO', 'FHOD3', 'EP400'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	TRIO	FHOD3	EP400	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	8	3	10	False	3	Cooccurring	272.6666666666667	26.810048252452905	0.17647058823529413	110.41528886893234	19.48505097687041	17	0	Cooccurring	40.52149317393727	False	0	inf	0.17647058823529413	[8, 5, 10]	3	229.6217946523112	False	5.666666666666667	1564	set(['CELSR3', 'FHOD3', 'EP400'])	1.8076605981740835e-14	CooccurringCooccurringCooccurring	CELSR3	FHOD3	EP400	12	Cooccurring	Cooccurring	0.25
False	0	10	5	3	6	False	5	Cooccurring	272.6666666666667	26.479550118195345	0.3333333333333333	97.28575967748692	16.489111809743548	15	0	Cooccurring	40.02574597255093	False	0	inf	0.2	[5, 10, 6]	3	200.12872986275462	False	5.8999999999999995	1565	set(['FHOD3', 'EP400', 'CROCC'])	2.3498219130134586e-15	CooccurringCooccurringCooccurring	FHOD3	EP400	CROCC	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	8	3	10	False	3	Cooccurring	272.6666666666667	26.231197680294343	0.1875	94.73436933089336	15.117186595355323	16	0	Cooccurring	40.914777205882174	False	0	inf	0.1875	[8, 5, 10]	3	218.21214509803826	False	6.266666666666667	1566	set(['PLEC', 'FHOD3', 'EP400'])	2.2309796258722468e-16	CooccurringCooccurringCooccurring	PLEC	FHOD3	EP400	12	Cooccurring	Cooccurring	0.2785714285714285
False	0	10	5	3	5	False	5	Cooccurring	272.6666666666667	26.81486030342056	0.35714285714285715	92.471348448014	15.242529963958352	14	0	Cooccurring	40.528711250388746	False	0	inf	0.21428571428571427	[5, 10, 5]	3	189.13398583514748	False	6.066666666666666	1567	set(['FHOD3', 'EP400', 'PCNT'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	FHOD3	EP400	PCNT	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	9	2	10	False	4	Cooccurring	329.0	25.2898575493675	0.23529411764705882	109.2467908949615	19.625172017058954	17	0	Cooccurring	40.278912822685385	False	0	inf	0.11764705882352941	[9, 5, 10]	3	342.37075899282576	False	5.566666666666666	1568	set(['EVPL', 'FHOD3', 'EP400'])	4.028821438979776e-14	CooccurringCooccurringCooccurring	EVPL	FHOD3	EP400	13	Cooccurring	Cooccurring	0.23674242424242423
False	0	5	6	3	10	False	1	Cooccurring	272.6666666666667	26.118423317845004	0.06666666666666667	96.02181587626075	16.274884046823853	15	0	Cooccurring	39.484055772025414	False	0	inf	0.2	[6, 5, 10]	3	197.42027886012707	False	5.900000000000001	1569	set(['ATP2B3', 'FHOD3', 'EP400'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	ATP2B3	FHOD3	EP400	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	5	5	3	10	False	0	Cooccurring	272.6666666666667	25.173854587666614	0.0	87.27483034812651	14.385961046394481	14	0	Cooccurring	38.06720267675783	False	0	inf	0.21428571428571427	[5, 5, 10]	3	177.64694582486987	False	6.066666666666666	1570	set(['ZAN', 'FHOD3', 'EP400'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	ZAN	FHOD3	EP400	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	10	5	3	7	False	5	Cooccurring	272.6666666666667	26.508005779382255	0.3125	103.27106652805621	17.908277432610905	16	0	Cooccurring	40.068429464331295	False	0	inf	0.1875	[5, 10, 7]	3	213.69829047643358	False	5.766666666666667	1571	set(['FHOD3', 'EP400', 'SCN5A'])	7.1284552988855501e-15	CooccurringCooccurringCooccurring	FHOD3	EP400	SCN5A	11	Cooccurring	Cooccurring	0.26587301587301587
False	0	5	6	3	10	False	1	Cooccurring	272.6666666666667	26.456356450591347	0.06666666666666667	97.20458184087295	16.475352854385243	15	0	Cooccurring	39.990955471144936	False	0	inf	0.2	[6, 5, 10]	3	199.95477735572467	False	5.900000000000001	1572	set(['PTPRS', 'FHOD3', 'EP400'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	PTPRS	FHOD3	EP400	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	10	5	3	5	False	5	Cooccurring	272.6666666666667	25.173854587666614	0.35714285714285715	87.27483034812651	14.385961046394481	14	0	Cooccurring	38.06720267675783	False	0	inf	0.21428571428571427	[5, 10, 5]	3	177.64694582486987	False	6.066666666666666	1576	set(['FHOD3', 'EP400', 'C2orf55'])	5.9304504941850622e-16	CooccurringCooccurringCooccurring	FHOD3	EP400	C2orf55	10	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	10	2	5	False	5	Cooccurring	289.5	23.415902388980214	0.35714285714285715	93.66360955592086	17.6723791614945	14	0	Cooccurring	35.10850148330818	False	0	inf	0.14285714285714285	[10, 5, 5]	3	245.75951038315728	False	5.3	1581	set(['CACNA1S', 'KIDINS220', 'PLCB3'])	1.4114522035138302e-13	CooccurringCooccurringCooccurring	CACNA1S	KIDINS220	PLCB3	10	Cooccurring	Cooccurring	0.25
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	25.096155289272644	0.08333333333333333	75.51082439977056	12.179165225769443	12	0	Cooccurring	37.95065372916688	False	0	inf	0.25	[5, 6, 7]	3	151.80261491666752	False	6.2	1582	set(['ZAN', 'DOCK8', 'SCN5A'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	ZAN	DOCK8	SCN5A	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	5	3	5	False	2	Cooccurring	272.6666666666667	25.58667834036974	0.18181818181818182	71.1665643873554	11.23682595589822	11	0	Cooccurring	38.68643830581252	False	0	inf	0.2727272727272727	[5, 7, 5]	3	141.85027378797926	False	6.333333333333333	1583	set(['ZAN', 'SCN5A', 'DNAH10'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	ZAN	SCN5A	DNAH10	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	7	5	3	6	False	2	Cooccurring	272.6666666666667	25.00398591808464	0.16666666666666666	75.23431628620654	12.134567142936538	12	0	Cooccurring	37.81239967238488	False	0	inf	0.25	[5, 7, 6]	3	151.2495986895395	False	6.2	1584	set(['ZAN', 'SCN5A', 'DOCK1'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	DOCK1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	5	3	10	False	2	Cooccurring	272.6666666666667	25.3475306711195	0.125	99.20940364913656	17.20394282933004	16	0	Cooccurring	38.327716801937164	False	0	inf	0.1875	[5, 7, 10]	3	204.41448961033154	False	5.766666666666667	1586	set(['ZAN', 'SCN5A', 'EP400'])	7.1284552988855501e-15	CooccurringCooccurringCooccurring	ZAN	SCN5A	EP400	11	Cooccurring	Cooccurring	0.26587301587301587
False	0	7	5	3	7	False	2	Cooccurring	272.6666666666667	24.661288425773957	0.15384615384615385	79.71358967011565	13.139602692876206	13	0	Cooccurring	37.29835343391884	False	0	inf	0.23076923076923078	[5, 7, 7]	3	161.6261982136483	False	6.066666666666666	1588	set(['ZAN', 'SMARCA1', 'SCN5A'])	6.1802818217529513e-16	CooccurringCooccurringCooccurring	ZAN	SMARCA1	SCN5A	9	Cooccurring	Cooccurring	0.3131313131313131
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	25.1588651890266	0.08333333333333333	75.6989540990324	12.209508725650387	12	0	Cooccurring	38.044718578797806	False	0	inf	0.25	[5, 6, 7]	3	152.17887431519122	False	6.2	1589	set(['ZAN', 'CACNA1H', 'SCN5A'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	ZAN	CACNA1H	SCN5A	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	5	5	3	7	False	0	Cooccurring	272.6666666666667	24.43685411633993	0.0	68.10036645660922	10.752689440517246	11	0	Cooccurring	36.9617019697678	False	0	inf	0.2727272727272727	[5, 5, 7]	3	135.5262405558153	False	6.333333333333333	1590	set(['ZAN', 'PCDHB3', 'SCN5A'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	ZAN	PCDHB3	SCN5A	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	7	5	3	11	False	2	Cooccurring	272.6666666666667	24.86901348797751	0.11764705882352941	102.71243673709695	18.019725743350342	17	0	Cooccurring	37.60994102722418	False	0	inf	0.17647058823529413	[5, 7, 11]	3	213.12299915427036	False	5.7	1592	set(['ZAN', 'SCN5A', 'SLIT3'])	1.3392126270964835e-14	CooccurringCooccurringCooccurring	ZAN	SCN5A	SLIT3	12	Cooccurring	Cooccurring	0.2547008547008547
False	0	7	5	3	7	False	2	Cooccurring	272.6666666666667	24.664863054534877	0.15384615384615385	79.72550509931874	13.14156677461298	13	0	Cooccurring	37.30371537706023	False	0	inf	0.23076923076923078	[5, 7, 7]	3	161.64943330059432	False	6.066666666666666	1594	set(['ZAN', 'SCN5A', 'MYT1'])	6.1802818217529513e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	MYT1	9	Cooccurring	Cooccurring	0.3131313131313131
False	0	5	5	3	7	False	0	Cooccurring	272.6666666666667	25.341959011130992	0.0	70.51397950938541	11.133786238324012	11	0	Cooccurring	38.3193593119544	False	0	inf	0.2727272727272727	[5, 5, 7]	3	140.50431747716615	False	6.333333333333333	1595	set(['ZAN', 'TRIO', 'SCN5A'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	ZAN	TRIO	SCN5A	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	7	5	3	11	False	2	Cooccurring	272.6666666666667	24.96105136855896	0.125	90.28090848506633	14.254880287115737	16	0	Cooccurring	38.66838727416695	False	0	inf	0.1875	[5, 7, 11]	3	206.23139879555708	False	6.333333333333333	1596	set(['ZAN', 'SCN5A', 'HSPG2'])	1.5114861167121517e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	HSPG2	12	Cooccurring	Cooccurring	0.2832722832722833
False	0	7	5	3	8	False	2	Cooccurring	272.6666666666667	25.386690598679717	0.14285714285714285	87.88076349827794	14.811364634541226	14	0	Cooccurring	38.38645669327748	False	0	inf	0.21428571428571427	[5, 7, 8]	3	179.1367979019616	False	5.933333333333334	1597	set(['ZAN', 'SCN5A', 'CELSR3'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	ZAN	SCN5A	CELSR3	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	7	5	3	6	False	2	Cooccurring	272.6666666666667	25.056192464422153	0.16666666666666666	75.39093592521907	12.159828375035334	12	0	Cooccurring	37.890709491891144	False	0	inf	0.25	[5, 7, 6]	3	151.56283796756458	False	6.2	1598	set(['ZAN', 'SCN5A', 'CROCC'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	CROCC	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	5	3	8	False	2	Cooccurring	272.6666666666667	25.648879953309656	0.14285714285714285	88.8421244652544	14.973391763806921	14	0	Cooccurring	38.77974072522239	False	0	inf	0.21428571428571427	[5, 7, 8]	3	180.97212338437117	False	5.933333333333334	1599	set(['ZAN', 'SCN5A', 'PLEC'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	ZAN	SCN5A	PLEC	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	24.69506566407181	0.08333333333333333	74.30755552416805	11.985089600672266	12	0	Cooccurring	37.34901929136563	False	0	inf	0.25	[5, 6, 7]	3	149.39607716546251	False	6.2	1601	set(['ZAN', 'ATP2B3', 'SCN5A'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	ZAN	ATP2B3	SCN5A	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	5	5	3	7	False	0	Cooccurring	272.6666666666667	24.910972042156178	0.0	69.36468092545256	10.95231804086093	11	0	Cooccurring	37.672878858492176	False	0	inf	0.2727272727272727	[5, 5, 7]	3	138.13388914780467	False	6.333333333333333	1602	set(['ZAN', 'FHOD3', 'SCN5A'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	ZAN	FHOD3	SCN5A	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	7	5	3	6	False	2	Cooccurring	272.6666666666667	25.03299879681816	0.16666666666666666	75.32135492240708	12.148605632646303	12	0	Cooccurring	37.85591899048515	False	0	inf	0.25	[5, 7, 6]	3	151.4236759619406	False	6.2	1603	set(['ZAN', 'SCN5A', 'PTPRS'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	PTPRS	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	5	3	8	False	2	Cooccurring	272.6666666666667	24.702407260219562	0.14285714285714285	85.37172459059074	14.38849290852653	14	0	Cooccurring	37.36003168558725	False	0	inf	0.21428571428571427	[5, 7, 8]	3	174.34681453274052	False	5.933333333333334	1604	set(['ZAN', 'SCN5A', 'ADCY1'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	ZAN	SCN5A	ADCY1	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	7	5	3	7	False	2	Cooccurring	272.6666666666667	24.912613068625813	0.15384615384615385	80.55133847962183	13.277693155981622	13	0	Cooccurring	37.675340398196624	False	0	inf	0.23076923076923078	[5, 7, 7]	3	163.25980839218536	False	6.066666666666666	1605	set(['ZAN', 'SCN5A', 'COL22A1'])	6.1802818217529513e-16	CooccurringCooccurringCooccurring	ZAN	SCN5A	COL22A1	9	Cooccurring	Cooccurring	0.3131313131313131
